customer_id,credit_score,risk_category,debt_to_income_ratio,previous_delinquency_count
792,641,Medium Risk,0.5401,1
793,705,Low Risk,0.1733,0
794,716,Low Risk,0.2063,1
795,739,Low Risk,0.2195,0
796,687,Low Risk,0.251,1
797,633,Medium Risk,0.1514,1
798,748,Low Risk,0.2258,0
799,682,Low Risk,0.2755,0
800,550,Medium Risk,0.0559,4
801,572,Medium Risk,0.2763,0
802,781,Very Low Risk,0.1953,0
803,797,Very Low Risk,0.2686,0
804,686,Low Risk,0.257,0
805,823,Very Low Risk,0.2403,0
806,610,Medium Risk,0.2462,2
807,575,Medium Risk,0.1156,1
808,769,Very Low Risk,0.2573,0
809,585,Medium Risk,0.1588,2
810,619,Medium Risk,0.5216,0
811,716,Low Risk,0.4211,1
812,676,Low Risk,0.2537,1
813,657,Low Risk,0.2833,1
814,650,Low Risk,0.3759,0
815,657,Low Risk,0.1558,1
816,589,Medium Risk,0.1433,3
817,722,Low Risk,0.0631,0
818,685,Low Risk,0.3204,0
819,579,Medium Risk,0.2526,1
820,479,High Risk,0.1113,0
821,596,Medium Risk,0.4405,2
822,759,Very Low Risk,0.3769,0
823,706,Low Risk,0.2416,1
824,569,Medium Risk,0.4441,2
825,629,Medium Risk,0.1303,0
826,669,Low Risk,0.2234,0
827,707,Low Risk,0.1377,1
828,850,Very Low Risk,0.1733,0
829,585,Medium Risk,0.1154,2
830,596,Medium Risk,0.1807,3
831,643,Medium Risk,0.1392,3
832,616,Medium Risk,0.1191,1
833,770,Very Low Risk,0.2071,0
834,664,Low Risk,0.4957,1
835,499,High Risk,0.1278,6
836,675,Low Risk,0.3261,0
837,683,Low Risk,0.2511,0
838,625,Medium Risk,0.2914,1
839,776,Very Low Risk,0.2655,1
840,738,Low Risk,0.5354,1
841,776,Very Low Risk,0.1068,0
842,768,Very Low Risk,0.4682,0
843,584,Medium Risk,0.3337,1
844,606,Medium Risk,0.1518,3
845,634,Medium Risk,0.4245,1
846,567,Medium Risk,0.3391,0
847,782,Very Low Risk,0.2549,0
848,513,High Risk,0.0356,4
849,738,Low Risk,0.5526,0
850,577,Medium Risk,0.3351,1
851,597,Medium Risk,0.1703,1
852,602,Medium Risk,0.5499,1
853,752,Very Low Risk,0.3671,1
854,850,Very Low Risk,0.2013,0
855,615,Medium Risk,0.2416,3
856,605,Medium Risk,0.3036,1
857,806,Very Low Risk,0.2355,0
858,651,Low Risk,0.2013,1
859,680,Low Risk,0.1174,0
860,580,Medium Risk,0.2526,2
861,789,Very Low Risk,0.3875,0
862,695,Low Risk,0.4505,0
863,587,Medium Risk,0.2658,1
864,782,Very Low Risk,0.1687,0
865,751,Very Low Risk,0.2145,0
866,635,Medium Risk,0.2155,0
867,597,Medium Risk,0.2747,0
868,734,Low Risk,0.343,0
869,537,High Risk,0.2899,2
870,591,Medium Risk,0.4572,3
871,599,Medium Risk,0.2931,3
872,670,Low Risk,0.3563,0
873,468,High Risk,0.038,3
874,795,Very Low Risk,0.2531,0
875,576,Medium Risk,0.4912,2
876,778,Very Low Risk,0.4896,0
877,643,Medium Risk,0.4911,3
878,664,Low Risk,0.2725,1
879,645,Medium Risk,0.3918,3
880,641,Medium Risk,0.1752,3
881,705,Low Risk,0.242,1
882,705,Low Risk,0.3557,1
883,627,Medium Risk,0.5374,1
884,587,Medium Risk,0.3747,2
885,635,Medium Risk,0.1178,1
886,673,Low Risk,0.0673,1
887,567,Medium Risk,0.4795,2
888,676,Low Risk,0.3122,0
889,621,Medium Risk,0.2461,1
890,723,Low Risk,0.3692,0
891,832,Very Low Risk,0.3988,0
892,850,Very Low Risk,0.1952,0
893,557,Medium Risk,0.215,1
894,692,Low Risk,0.3733,1
895,654,Low Risk,0.113,1
896,634,Medium Risk,0.1361,1
897,603,Medium Risk,0.5437,1
898,563,Medium Risk,0.1792,0
899,684,Low Risk,0.3322,0
900,727,Low Risk,0.2124,1
901,728,Low Risk,0.3671,1
902,628,Medium Risk,0.0207,2
903,529,High Risk,0.2184,0
904,804,Very Low Risk,0.0766,0
905,656,Low Risk,0.476,0
906,558,Medium Risk,0.1253,2
907,772,Very Low Risk,0.3467,0
908,729,Low Risk,0.458,1
909,554,Medium Risk,0.2967,3
910,669,Low Risk,0.1733,1
911,613,Medium Risk,0.4989,1
912,606,Medium Risk,0.4083,3
913,696,Low Risk,0.315,0
914,747,Low Risk,0.2317,1
915,725,Low Risk,0.196,0
916,590,Medium Risk,0.4924,0
917,654,Low Risk,0.4122,0
918,776,Very Low Risk,0.1678,0
919,535,High Risk,0.1213,0
920,690,Low Risk,0.4449,0
921,537,High Risk,0.1323,3
922,542,High Risk,0.2616,3
923,659,Low Risk,0.4965,2
924,747,Low Risk,0.1558,0
925,580,Medium Risk,0.3684,2
926,617,Medium Risk,0.4012,3
927,698,Low Risk,0.2113,1
928,782,Very Low Risk,0.2984,0
929,639,Medium Risk,0.4069,3
930,625,Medium Risk,0.1612,1
931,726,Low Risk,0.1429,0
932,656,Low Risk,0.1303,1
933,850,Very Low Risk,0.1995,0
934,678,Low Risk,0.1436,0
935,706,Low Risk,0.1274,1
936,563,Medium Risk,0.3842,1
937,661,Low Risk,0.4727,1
938,727,Low Risk,0.2451,1
939,767,Very Low Risk,0.4328,0
940,635,Medium Risk,0.3467,2
941,734,Low Risk,0.4491,0
942,704,Low Risk,0.1911,0
943,724,Low Risk,0.3572,0
944,563,Medium Risk,0.2617,3
945,721,Low Risk,0.3958,1
946,659,Low Risk,0.3566,0
947,668,Low Risk,0.3419,1
948,682,Low Risk,0.0905,0
949,714,Low Risk,0.4928,1
950,824,Very Low Risk,0.4165,0
951,610,Medium Risk,0.1998,0
952,687,Low Risk,0.3671,1
953,805,Very Low Risk,0.3008,0
954,421,Very High Risk,0.4255,3
955,549,High Risk,0.2657,1
956,572,Medium Risk,0.1644,1
957,580,Medium Risk,0.4777,1
958,672,Low Risk,0.1476,0
959,592,Medium Risk,0.4263,1
960,785,Very Low Risk,0.359,0
961,752,Very Low Risk,0.3739,0
962,685,Low Risk,0.2609,0
963,691,Low Risk,0.4035,1
964,747,Low Risk,0.2453,1
965,801,Very Low Risk,0.1652,0
966,749,Low Risk,0.5777,0
967,692,Low Risk,0.2247,1
968,612,Medium Risk,0.4748,0
969,718,Low Risk,0.3082,1
970,631,Medium Risk,0.1435,0
971,673,Low Risk,0.2156,0
972,721,Low Risk,0.202,1
973,781,Very Low Risk,0.2234,0
974,564,Medium Risk,0.3818,1
975,481,High Risk,0.1679,3
976,800,Very Low Risk,0.3816,0
977,717,Low Risk,0.3057,1
978,753,Very Low Risk,0.1574,0
979,698,Low Risk,0.4517,1
980,580,Medium Risk,0.1056,3
981,694,Low Risk,0.2966,1
982,708,Low Risk,0.2124,0
983,693,Low Risk,0.5365,0
984,543,High Risk,0.0959,6
985,691,Low Risk,0.3247,0
986,656,Low Risk,0.2283,3
987,642,Medium Risk,0.1113,0
988,627,Medium Risk,0.1139,1
989,827,Very Low Risk,0.486,0
990,661,Low Risk,0.3718,0
991,728,Low Risk,0.175,0
992,800,Very Low Risk,0.154,0
993,644,Medium Risk,0.4004,1
994,698,Low Risk,0.348,1
995,640,Medium Risk,0.4865,3
996,575,Medium Risk,0.1104,3
997,607,Medium Risk,0.1345,2
998,592,Medium Risk,0.3004,0
999,696,Low Risk,0.1664,0
1000,717,Low Risk,0.3571,0
1001,668,Low Risk,0.3937,1
1002,583,Medium Risk,0.2182,2
1003,841,Very Low Risk,0.3331,0
1004,701,Low Risk,0.4303,0
1005,680,Low Risk,0.3055,1
1006,850,Very Low Risk,0.2149,0
1007,694,Low Risk,0.3997,0
1008,602,Medium Risk,0.549,3
1009,688,Low Risk,0.4478,0
1010,566,Medium Risk,0.3224,1
1011,455,High Risk,0.4874,2
1012,850,Very Low Risk,0.5449,0
1013,797,Very Low Risk,0.2028,0
1014,707,Low Risk,0.2901,1
1015,727,Low Risk,0.2542,0
1016,615,Medium Risk,0.1371,0
1017,770,Very Low Risk,0.3719,0
1018,823,Very Low Risk,0.3429,0
1019,791,Very Low Risk,0.2023,0
1020,605,Medium Risk,0.1893,3
1021,825,Very Low Risk,0.2937,0
1022,850,Very Low Risk,0.2228,0
1023,671,Low Risk,0.3918,1
1024,673,Low Risk,0.4809,1
1025,640,Medium Risk,0.3391,0
1026,845,Very Low Risk,0.3538,0
1027,700,Low Risk,0.2775,0
1028,646,Medium Risk,0.2016,0
1029,712,Low Risk,0.2086,1
1030,632,Medium Risk,0.2966,0
1031,802,Very Low Risk,0.1675,0
1032,709,Low Risk,0.3103,1
1033,733,Low Risk,0.2497,0
1034,755,Very Low Risk,0.2752,1
1035,624,Medium Risk,0.4355,3
1036,631,Medium Risk,0.4841,3
1037,664,Low Risk,0.2284,2
1038,849,Very Low Risk,0.3186,0
1039,556,Medium Risk,0.2148,1
1040,639,Medium Risk,0.2525,3
1041,622,Medium Risk,0.5441,1
1042,771,Very Low Risk,0.4688,1
1043,559,Medium Risk,0.4483,1
1044,695,Low Risk,0.3131,0
1045,629,Medium Risk,0.4193,3
1046,632,Medium Risk,0.2035,3
1047,698,Low Risk,0.4393,1
1048,710,Low Risk,0.2124,0
1049,632,Medium Risk,0.0679,3
1050,508,High Risk,0.0036,6
1051,683,Low Risk,0.4634,1
1052,661,Low Risk,0.1756,0
1053,638,Medium Risk,0.4531,1
1054,666,Low Risk,0.3732,1
1055,617,Medium Risk,0.3998,0
1056,632,Medium Risk,0.284,3
1057,670,Low Risk,0.3267,0
1058,798,Very Low Risk,0.53,0
1059,640,Medium Risk,0.4442,3
1060,710,Low Risk,0.2016,1
1061,679,Low Risk,0.1648,1
1062,686,Low Risk,0.4768,0
1063,706,Low Risk,0.369,1
1064,619,Medium Risk,0.2022,2
1065,586,Medium Risk,0.4676,2
1066,658,Low Risk,0.2421,0
1067,645,Medium Risk,0.3504,0
1068,679,Low Risk,0.4785,1
1069,765,Very Low Risk,0.4598,0
1070,702,Low Risk,0.3385,0
1071,771,Very Low Risk,0.3813,0
1072,728,Low Risk,0.1608,0
1073,563,Medium Risk,0.1913,0
1074,616,Medium Risk,0.4113,0
1075,597,Medium Risk,0.474,2
1076,540,High Risk,0.2508,4
1077,639,Medium Risk,0.5448,3
1078,825,Very Low Risk,0.3067,0
1079,580,Medium Risk,0.2413,2
1080,674,Low Risk,0.5492,1
1081,561,Medium Risk,0.3681,0
1082,755,Very Low Risk,0.298,0
1083,712,Low Risk,0.196,1
1084,604,Medium Risk,0.493,0
1085,643,Medium Risk,0.118,1
1086,565,Medium Risk,0.2271,2
1087,695,Low Risk,0.4693,0
1088,764,Very Low Risk,0.1243,1
1089,780,Very Low Risk,0.5413,1
1090,797,Very Low Risk,0.249,0
1091,736,Low Risk,0.3945,0
1092,656,Low Risk,0.3083,0
1093,678,Low Risk,0.3894,1
1094,850,Very Low Risk,0.3173,0
1095,508,High Risk,0.2361,2
1096,541,High Risk,0.0736,5
1097,704,Low Risk,0.143,1
1098,542,High Risk,0.2506,3
1099,781,Very Low Risk,0.3538,0
1100,719,Low Risk,0.3532,0
1101,599,Medium Risk,0.3643,3
1102,650,Low Risk,0.4365,0
1103,748,Low Risk,0.3864,0
1104,644,Medium Risk,0.1469,1
1105,693,Low Risk,0.2847,1
1106,622,Medium Risk,0.1163,3
1107,689,Low Risk,0.1081,0
1108,762,Very Low Risk,0.2042,0
1109,637,Medium Risk,0.2806,1
1110,643,Medium Risk,0.1647,0
1111,598,Medium Risk,0.3199,1
1112,584,Medium Risk,0.3468,1
1113,654,Low Risk,0.5236,0
1114,592,Medium Risk,0.1507,0
1115,497,High Risk,0.4279,1
1116,653,Low Risk,0.544,2
1117,623,Medium Risk,0.1918,3
1118,711,Low Risk,0.289,0
1119,567,Medium Risk,0.1672,3
1120,692,Low Risk,0.3919,0
1121,714,Low Risk,0.3807,0
1122,669,Low Risk,0.417,3
1123,570,Medium Risk,0.4031,2
1124,641,Medium Risk,0.2099,0
1125,625,Medium Risk,0.1155,1
1126,753,Very Low Risk,0.1034,1
1127,654,Low Risk,0.127,2
1128,480,High Risk,0.1764,4
1129,731,Low Risk,0.3674,1
1130,600,Medium Risk,0.3534,2
1131,766,Very Low Risk,0.3123,0
1132,608,Medium Risk,0.0734,0
1133,702,Low Risk,0.544,1
1134,689,Low Risk,0.1922,1
1135,662,Low Risk,0.246,1
1136,728,Low Risk,0.4939,1
1137,697,Low Risk,0.4495,0
1138,666,Low Risk,0.383,0
1139,601,Medium Risk,0.1047,0
1140,734,Low Risk,0.3689,1
1141,683,Low Risk,0.1403,1
1142,646,Medium Risk,0.3443,1
1143,712,Low Risk,0.2795,0
1144,726,Low Risk,0.3929,0
1145,646,Medium Risk,0.3276,3
1146,663,Low Risk,0.3616,2
1147,777,Very Low Risk,0.4938,0
1148,655,Low Risk,0.1749,0
1149,745,Low Risk,0.2086,0
1150,638,Medium Risk,0.3196,3
1151,643,Medium Risk,0.4559,3
1152,798,Very Low Risk,0.2696,0
1153,669,Low Risk,0.3128,1
1154,752,Very Low Risk,0.1945,1
1155,632,Medium Risk,0.2488,2
1156,643,Medium Risk,0.3983,0
1157,563,Medium Risk,0.4485,2
1158,770,Very Low Risk,0.0818,0
1159,828,Very Low Risk,0.3723,0
1160,721,Low Risk,0.3245,1
1161,706,Low Risk,0.5267,1
1162,588,Medium Risk,0.1939,1
1163,749,Low Risk,0.3469,1
1164,764,Very Low Risk,0.2914,0
1165,712,Low Risk,0.3939,0
1166,621,Medium Risk,0.3475,1
1167,676,Low Risk,0.2143,0
1168,659,Low Risk,0.3265,1
1169,714,Low Risk,0.1829,0
1170,637,Medium Risk,0.2709,2
1171,699,Low Risk,0.3559,0
1172,683,Low Risk,0.5389,1
1173,597,Medium Risk,0.3891,2
1174,850,Very Low Risk,0.3716,0
1175,577,Medium Risk,0.3594,0
1176,572,Medium Risk,0.3766,3
1177,700,Low Risk,0.1682,1
1178,674,Low Risk,0.419,1
1179,636,Medium Risk,0.21,0
1180,657,Low Risk,0.3007,0
1181,804,Very Low Risk,0.1228,0
1182,542,High Risk,0.1073,1
1183,642,Medium Risk,0.4671,3
1184,636,Medium Risk,0.4911,0
1185,850,Very Low Risk,0.3027,0
1186,576,Medium Risk,0.2069,0
1187,550,Medium Risk,0.3637,0
1188,697,Low Risk,0.4424,1
1189,701,Low Risk,0.3041,1
1190,729,Low Risk,0.4937,0
1191,728,Low Risk,0.5341,0
1192,637,Medium Risk,0.1334,0
1193,624,Medium Risk,0.216,0
1194,617,Medium Risk,0.1879,0
1195,730,Low Risk,0.4043,0
1196,731,Low Risk,0.2492,1
1197,793,Very Low Risk,0.3844,0
1198,612,Medium Risk,0.2021,1
1199,591,Medium Risk,0.1354,1
1200,689,Low Risk,0.403,0
1201,622,Medium Risk,0.0487,1
1202,834,Very Low Risk,0.3544,0
1203,548,High Risk,0.2369,0
1204,622,Medium Risk,0.3756,0
1205,767,Very Low Risk,0.2921,0
1206,625,Medium Risk,0.0129,0
1207,606,Medium Risk,0.4044,2
1208,800,Very Low Risk,0.3608,0
1209,595,Medium Risk,0.2279,1
1210,764,Very Low Risk,0.1786,0
1211,744,Low Risk,0.4308,0
1212,668,Low Risk,0.1827,1
1213,706,Low Risk,0.2385,1
1214,787,Very Low Risk,0.1827,0
1215,425,Very High Risk,0.1256,3
1216,720,Low Risk,0.4929,0
1217,632,Medium Risk,0.1642,0
1218,712,Low Risk,0.4108,1
1219,683,Low Risk,0.1692,0
1220,792,Very Low Risk,0.4446,0
1221,653,Low Risk,0.3843,2
1222,744,Low Risk,0.1161,1
1223,713,Low Risk,0.0517,0
1224,634,Medium Risk,0.2158,3
1225,738,Low Risk,0.1782,0
1226,562,Medium Risk,0.4272,0
1227,627,Medium Risk,0.1645,2
1228,664,Low Risk,0.1121,0
1229,730,Low Risk,0.3915,1
1230,690,Low Risk,0.1423,1
1231,601,Medium Risk,0.3404,0
1232,730,Low Risk,0.5125,1
1233,728,Low Risk,0.5177,1
1234,620,Medium Risk,0.1016,0
1235,666,Low Risk,0.0938,1
1236,684,Low Risk,0.3305,1
1237,685,Low Risk,0.1659,1
1238,730,Low Risk,0.1058,1
1239,623,Medium Risk,0.1823,2
1240,685,Low Risk,0.413,1
1241,682,Low Risk,0.3209,1
1242,729,Low Risk,0.3092,0
1243,662,Low Risk,0.1505,0
1244,582,Medium Risk,0.14,2
1245,498,High Risk,0.2862,1
1246,616,Medium Risk,0.2449,1
1247,802,Very Low Risk,0.5636,0
1248,768,Very Low Risk,0.2017,0
1249,626,Medium Risk,0.1037,1
1250,664,Low Risk,0.3127,0
1251,843,Very Low Risk,0.2177,0
1252,773,Very Low Risk,0.1668,0
1253,597,Medium Risk,0.1406,3
1254,705,Low Risk,0.2761,0
1255,619,Medium Risk,0.4633,1
1256,674,Low Risk,0.1855,0
1257,491,High Risk,0.229,2
1258,739,Low Risk,0.5319,0
1259,596,Medium Risk,0.3887,2
1260,600,Medium Risk,0.2459,2
1261,590,Medium Risk,0.34,0
1262,595,Medium Risk,0.3991,0
1263,552,Medium Risk,0.274,0
1264,559,Medium Risk,0.3874,0
1265,576,Medium Risk,0.3395,0
1266,663,Low Risk,0.2382,2
1267,778,Very Low Risk,0.2466,0
1268,709,Low Risk,0.5348,0
1269,667,Low Risk,0.3236,1
1270,687,Low Risk,0.5241,0
1271,682,Low Risk,0.2024,3
1272,725,Low Risk,0.1213,1
1273,747,Low Risk,0.3698,0
1274,670,Low Risk,0.5216,1
1275,722,Low Risk,0.2814,1
1276,739,Low Risk,0.1754,1
1277,575,Medium Risk,0.2401,0
1278,623,Medium Risk,0.2736,3
1279,730,Low Risk,0.3719,0
1280,784,Very Low Risk,0.4819,1
1281,612,Medium Risk,0.4777,0
1282,685,Low Risk,0.1566,0
1283,617,Medium Risk,0.2581,1
1284,671,Low Risk,0.2316,1
1285,845,Very Low Risk,0.5198,0
1286,694,Low Risk,0.1966,1
1287,644,Medium Risk,0.458,2
1288,571,Medium Risk,0.4482,1
1289,746,Low Risk,0.179,0
1290,754,Very Low Risk,0.323,0
1291,570,Medium Risk,0.3523,3
1292,768,Very Low Risk,0.4501,1
1293,598,Medium Risk,0.3341,1
1294,695,Low Risk,0.2416,1
1295,720,Low Risk,0.309,1
1296,619,Medium Risk,0.5017,1
1297,659,Low Risk,0.1653,3
1298,718,Low Risk,0.1546,0
1299,726,Low Risk,0.5294,0
1300,618,Medium Risk,0.5151,3
1301,672,Low Risk,0.1912,1
1302,737,Low Risk,0.347,1
1303,704,Low Risk,0.2074,0
1304,753,Very Low Risk,0.4144,0
1305,780,Very Low Risk,0.4332,0
1306,564,Medium Risk,0.5171,3
1307,461,High Risk,0.2076,3
1308,717,Low Risk,0.4755,0
1309,633,Medium Risk,0.5082,0
1310,850,Very Low Risk,0.279,0
1311,703,Low Risk,0.2133,1
1312,684,Low Risk,0.3965,1
1313,573,Medium Risk,0.1245,2
1314,633,Medium Risk,0.2044,1
1315,656,Low Risk,0.1258,3
1316,583,Medium Risk,0.4443,1
1317,614,Medium Risk,0.2812,2
1318,611,Medium Risk,0.3379,2
1319,608,Medium Risk,0.5159,3
1320,633,Medium Risk,0.3531,0
1321,658,Low Risk,0.2116,3
1322,814,Very Low Risk,0.298,0
1323,561,Medium Risk,0.0021,2
1324,570,Medium Risk,0.0564,0
1325,645,Medium Risk,0.4955,0
1326,622,Medium Risk,0.4056,2
1327,809,Very Low Risk,0.5197,0
1328,655,Low Risk,0.1502,2
1329,558,Medium Risk,0.4963,0
1330,750,Very Low Risk,0.425,0
1331,602,Medium Risk,0.1092,0
1332,684,Low Risk,0.4553,0
1333,693,Low Risk,0.2797,1
1334,735,Low Risk,0.3479,0
1335,691,Low Risk,0.585,0
1336,693,Low Risk,0.3012,1
1337,639,Medium Risk,0.3211,1
1338,837,Very Low Risk,0.3773,0
1339,629,Medium Risk,0.1693,1
1340,781,Very Low Risk,0.3596,1
1341,745,Low Risk,0.33,0
1342,615,Medium Risk,0.2238,2
1343,729,Low Risk,0.3243,0
1344,697,Low Risk,0.4852,0
1345,763,Very Low Risk,0.3541,0
1346,632,Medium Risk,0.4227,2
1347,730,Low Risk,0.4844,0
1348,745,Low Risk,0.3567,0
1349,592,Medium Risk,0.3873,2
1350,669,Low Risk,0.4645,1
1351,594,Medium Risk,0.2251,1
1352,844,Very Low Risk,0.4452,0
1353,711,Low Risk,0.3521,1
1354,850,Very Low Risk,0.3945,0
1355,564,Medium Risk,0.3344,3
1356,717,Low Risk,0.1493,1
1357,619,Medium Risk,0.2729,2
1358,660,Low Risk,0.1691,0
1359,850,Very Low Risk,0.1719,0
1360,850,Very Low Risk,0.224,0
1361,543,High Risk,0.2386,4
1362,697,Low Risk,0.3665,1
1363,674,Low Risk,0.4055,0
1364,748,Low Risk,0.2014,1
1365,641,Medium Risk,0.3619,1
1366,813,Very Low Risk,0.1786,0
1367,651,Low Risk,0.3489,3
1368,502,High Risk,0.0877,3
1369,574,Medium Risk,0.2993,2
1370,776,Very Low Risk,0.3314,0
1371,755,Very Low Risk,0.557,1
1372,749,Low Risk,0.4655,1
1373,740,Low Risk,0.3173,1
1374,738,Low Risk,0.4429,0
1375,766,Very Low Risk,0.2783,0
1376,682,Low Risk,0.2468,0
1377,745,Low Risk,0.4354,0
1378,621,Medium Risk,0.4564,3
1379,714,Low Risk,0.5118,1
1380,850,Very Low Risk,0.3679,0
1381,735,Low Risk,0.2231,0
1382,741,Low Risk,0.4627,0
1383,633,Medium Risk,0.599,0
1384,649,Medium Risk,0.4973,3
1385,727,Low Risk,0.2791,0
1386,597,Medium Risk,0.3005,0
1387,850,Very Low Risk,0.1518,0
1388,731,Low Risk,0.2109,0
1389,766,Very Low Risk,0.1403,0
1390,787,Very Low Risk,0.4268,0
1391,569,Medium Risk,0.3712,2
1392,671,Low Risk,0.1719,0
1393,795,Very Low Risk,0.2987,0
1394,782,Very Low Risk,0.2249,1
1395,673,Low Risk,0.476,0
1396,648,Medium Risk,0.4541,2
1397,553,Medium Risk,0.2354,1
1398,639,Medium Risk,0.5343,2
1399,656,Low Risk,0.3651,1
1400,602,Medium Risk,0.47,0
1401,660,Low Risk,0.462,2
1402,775,Very Low Risk,0.1576,0
1403,610,Medium Risk,0.1794,3
1404,631,Medium Risk,0.4024,1
1405,520,High Risk,0.0741,3
1406,774,Very Low Risk,0.1946,1
1407,516,High Risk,0.0953,6
1408,599,Medium Risk,0.2877,0
1409,781,Very Low Risk,0.1351,0
1410,610,Medium Risk,0.5005,3
1411,657,Low Risk,0.2082,1
1412,703,Low Risk,0.1579,1
1413,634,Medium Risk,0.244,3
1414,788,Very Low Risk,0.2365,0
1415,793,Very Low Risk,0.2949,0
1416,724,Low Risk,0.2113,1
1417,751,Very Low Risk,0.3951,0
1418,609,Medium Risk,0.2916,2
1419,626,Medium Risk,0.1425,0
1420,681,Low Risk,0.5285,2
1421,632,Medium Risk,0.2716,2
1422,569,Medium Risk,0.1415,2
1423,828,Very Low Risk,0.2559,0
1424,691,Low Risk,0.2347,1
1425,634,Medium Risk,0.2935,0
1426,826,Very Low Risk,0.2598,0
1427,717,Low Risk,0.4579,1
1428,606,Medium Risk,0.2991,0
1429,775,Very Low Risk,0.3437,0
1430,847,Very Low Risk,0.3981,0
1431,740,Low Risk,0.4835,1
1432,664,Low Risk,0.3921,0
1433,717,Low Risk,0.2901,0
1434,799,Very Low Risk,0.3628,0
1435,717,Low Risk,0.3697,1
1436,712,Low Risk,0.4193,0
1437,693,Low Risk,0.4128,1
1438,673,Low Risk,0.1753,1
1439,681,Low Risk,0.4761,0
1440,715,Low Risk,0.2265,1
1441,676,Low Risk,0.5354,1
1442,738,Low Risk,0.4727,0
1443,601,Medium Risk,0.2393,3
1444,762,Very Low Risk,0.2546,0
1445,814,Very Low Risk,0.4881,0
1446,666,Low Risk,0.2547,0
1447,626,Medium Risk,0.5175,1
1448,516,High Risk,0.5447,0
1449,710,Low Risk,0.2119,0
1450,754,Very Low Risk,0.3306,1
1451,598,Medium Risk,0.3523,2
1452,793,Very Low Risk,0.4345,0
1453,640,Medium Risk,0.4271,1
1454,828,Very Low Risk,0.3261,0
1455,749,Low Risk,0.3532,0
1456,727,Low Risk,0.4344,0
1457,648,Medium Risk,0.3362,0
1458,791,Very Low Risk,0.2075,0
1459,707,Low Risk,0.4142,0
1460,571,Medium Risk,0.1105,1
1461,850,Very Low Risk,0.3133,0
1462,571,Medium Risk,0.2335,2
1463,747,Low Risk,0.1539,0
1464,655,Low Risk,0.1802,1
1465,628,Medium Risk,0.1709,1
1466,720,Low Risk,0.5211,1
1467,587,Medium Risk,0.3555,3
1468,567,Medium Risk,0.1246,2
1469,697,Low Risk,0.2925,0
1470,734,Low Risk,0.3864,1
1471,747,Low Risk,0.3825,0
1472,756,Very Low Risk,0.4753,0
1473,731,Low Risk,0.1811,1
1474,846,Very Low Risk,0.3642,0
1475,742,Low Risk,0.2862,1
1476,636,Medium Risk,0.2979,1
1477,694,Low Risk,0.116,1
1478,740,Low Risk,0.4072,1
1479,661,Low Risk,0.3737,1
1480,560,Medium Risk,0.3288,3
1481,708,Low Risk,0.2091,1
1482,616,Medium Risk,0.225,1
1483,850,Very Low Risk,0.3259,0
1484,772,Very Low Risk,0.205,0
1485,662,Low Risk,0.2969,1
1486,768,Very Low Risk,0.238,0
1487,678,Low Risk,0.4042,0
1488,697,Low Risk,0.1796,0
1489,744,Low Risk,0.298,0
1490,648,Medium Risk,0.1815,1
1491,491,High Risk,0.2997,0
1492,731,Low Risk,0.5288,0
1493,582,Medium Risk,0.4229,1
1494,723,Low Risk,0.3086,1
1495,764,Very Low Risk,0.3967,0
1496,455,High Risk,0.2787,2
1497,691,Low Risk,0.3985,1
1498,551,Medium Risk,0.2774,6
1499,758,Very Low Risk,0.21,0
1500,625,Medium Risk,0.1769,1
1501,624,Medium Risk,0.4646,3
1502,802,Very Low Risk,0.1997,0
1503,632,Medium Risk,0.4658,1
1504,750,Very Low Risk,0.4689,1
1505,634,Medium Risk,0.4894,1
1506,700,Low Risk,0.2262,0
1507,627,Medium Risk,0.3452,1
1508,726,Low Risk,0.2937,0
1509,585,Medium Risk,0.2384,3
1510,704,Low Risk,0.29,0
1511,666,Low Risk,0.1625,1
1512,632,Medium Risk,0.3637,2
1513,661,Low Risk,0.3237,0
1514,569,Medium Risk,0.2542,1
1515,663,Low Risk,0.1419,0
1516,548,High Risk,0.0557,5
1517,649,Medium Risk,0.18,0
1518,850,Very Low Risk,0.1728,0
1519,643,Medium Risk,0.2329,0
1520,759,Very Low Risk,0.3861,1
1521,694,Low Risk,0.367,0
1522,651,Low Risk,0.5261,2
1523,644,Medium Risk,0.2289,2
1524,637,Medium Risk,0.2232,3
1525,717,Low Risk,0.2745,1
1526,490,High Risk,0.043,4
1527,697,Low Risk,0.3348,0
1528,797,Very Low Risk,0.0805,0
1529,791,Very Low Risk,0.1848,0
1530,576,Medium Risk,0.3933,1
1531,704,Low Risk,0.3616,0
1532,592,Medium Risk,0.2488,0
1533,591,Medium Risk,0.1991,0
1534,623,Medium Risk,0.5457,1
1535,850,Very Low Risk,0.3404,0
1536,774,Very Low Risk,0.1451,0
1537,608,Medium Risk,0.1429,0
1538,821,Very Low Risk,0.2312,0
1539,749,Low Risk,0.1928,1
1540,850,Very Low Risk,0.2846,0
1541,644,Medium Risk,0.3229,3
1542,649,Medium Risk,0.3755,1
1543,706,Low Risk,0.4219,1
1544,540,High Risk,0.3467,2
1545,654,Low Risk,0.3037,1
1546,802,Very Low Risk,0.3385,0
1547,735,Low Risk,0.2417,0
1548,697,Low Risk,0.5261,1
1549,740,Low Risk,0.3152,1
1550,630,Medium Risk,0.3299,3
1551,592,Medium Risk,0.3882,0
1552,768,Very Low Risk,0.3267,0
