account_id,customer_id,branch_id,account_type,open_date,current_balance,account_status
1107,671,4,Payroll,2025-08-17,918.27,Active
1108,672,7,Savings,2025-01-29,2990.87,Active
1109,672,7,Business,2025-02-13,8299.12,Active
1110,673,18,Savings,2024-07-27,7531.42,Active
1111,673,18,Business,2024-07-18,15863.6,Active
1112,674,15,Savings,2024-08-12,1828.65,Active
1113,674,15,Business,2024-08-22,11747.56,Active
1114,675,4,Savings,2025-07-26,2288.03,Active
1115,675,4,Fixed Deposit,2025-08-02,7220.89,Active
1116,675,4,Business,2025-08-12,13045.43,Active
1117,676,2,Savings,2023-03-20,1947.89,Dormant
1118,677,17,Savings,2024-04-21,834.47,Active
1119,678,14,Savings,2024-03-12,4911.86,Active
1120,678,14,Fixed Deposit,2024-02-29,6084.45,Active
1121,678,14,Business,2024-03-12,13918.65,Active
1122,679,7,Savings,2025-12-24,958.0,Active
1123,679,7,Fixed Deposit,2025-12-23,2162.2,Active
1124,680,3,Savings,2025-03-30,894.09,Active
1125,680,3,Payroll,2025-04-16,255.32,Active
1126,681,17,Savings,2024-01-20,334.11,Active
1127,682,5,Savings,2025-11-08,1382.09,Active
1128,683,14,Savings,2025-02-14,139.85,Active
1129,683,14,Payroll,2025-03-10,261.08,Active
1130,684,5,Savings,2024-04-15,1131.87,Active
1131,685,4,Savings,2025-09-08,369.44,Closed
1132,685,4,Fixed Deposit,2025-08-31,1222.69,Active
1133,686,16,Savings,2024-04-26,1227.1,Dormant
1134,686,16,Fixed Deposit,2024-04-26,9953.89,Active
1135,686,16,Business,2024-03-30,7090.34,Active
1136,687,10,Savings,2025-08-30,2938.42,Active
1137,688,1,Savings,2024-09-24,1221.14,Active
1138,688,1,Fixed Deposit,2024-10-08,5691.67,Active
1139,689,18,Savings,2025-11-07,3705.81,Active
1140,689,18,Fixed Deposit,2025-11-07,7706.26,Active
1141,689,18,Payroll,2025-10-18,1574.57,Active
1142,690,6,Savings,2023-07-25,2901.03,Active
1143,690,6,Fixed Deposit,2023-07-13,9510.7,Active
1144,690,6,Business,2023-07-11,6484.12,Active
1145,691,5,Savings,2025-11-16,86.34,Active
1146,692,7,Savings,2024-12-29,86.97,Active
1147,693,11,Savings,2023-12-08,1619.2,Active
1148,693,11,Business,2023-11-18,6819.86,Active
1149,694,1,Savings,2025-07-25,2429.76,Active
1150,694,1,Business,2025-07-06,7575.56,Active
1151,695,2,Savings,2025-01-07,1155.82,Active
1152,695,2,Payroll,2025-01-27,238.03,Active
1153,696,5,Payroll,2025-02-22,442.44,Closed
1154,697,2,Savings,2023-03-27,3821.39,Active
1155,697,2,Fixed Deposit,2023-03-30,4977.93,Active
1156,697,2,Business,2023-04-06,13158.38,Active
1157,698,7,Savings,2025-06-10,2255.43,Closed
1158,698,7,Fixed Deposit,2025-05-29,5458.69,Active
1159,698,7,Payroll,2025-06-15,1252.86,Active
1160,699,3,Savings,2023-04-25,1041.32,Active
1161,699,3,Payroll,2023-04-26,724.03,Active
1162,700,15,Savings,2025-05-07,285.98,Active
1163,700,15,Fixed Deposit,2025-05-17,4146.41,Active
1164,702,18,Savings,2023-07-21,2516.91,Dormant
1165,703,3,Savings,2025-09-03,1859.64,Active
1166,703,3,Fixed Deposit,2025-08-22,9441.91,Active
1167,704,2,Savings,2025-10-27,671.09,Active
1168,705,10,Savings,2025-11-23,6143.59,Active
1169,705,10,Business,2025-12-05,26722.96,Active
1170,706,7,Savings,2025-05-04,2331.5,Active
1171,706,7,Business,2025-05-19,6814.15,Active
1172,707,2,Savings,2025-08-08,1506.01,Dormant
1173,708,2,Savings,2025-09-12,786.91,Active
1174,708,2,Fixed Deposit,2025-09-12,1615.18,Active
1175,709,16,Savings,2025-11-24,564.57,Active
1176,710,9,Savings,2025-10-13,843.68,Active
1177,710,9,Fixed Deposit,2025-11-02,3001.49,Active
1178,711,14,Savings,2025-06-04,1638.01,Active
1179,712,1,Savings,2025-07-06,528.57,Active
1180,713,17,Savings,2025-11-12,483.5,Active
1181,713,17,Payroll,2025-11-27,819.31,Active
1182,714,15,Savings,2025-06-24,970.71,Active
1183,714,15,Payroll,2025-06-03,1178.2,Active
1184,715,10,Savings,2025-12-22,580.17,Active
1185,715,10,Payroll,2026-01-10,346.37,Active
1186,716,1,Savings,2023-03-27,2551.95,Active
1187,716,1,Fixed Deposit,2023-04-04,4388.71,Dormant
1188,717,2,Savings,2025-03-09,1093.45,Active
1189,718,2,Savings,2023-08-02,656.66,Active
1190,719,11,Savings,2024-10-06,288.95,Active
1191,720,18,Savings,2025-12-24,672.35,Active
1192,720,18,Payroll,2025-12-26,438.63,Active
1193,721,14,Savings,2026-01-08,666.45,Active
1194,721,14,Payroll,2026-01-24,329.7,Active
1195,722,18,Savings,2025-12-15,1653.21,Active
1196,722,18,Fixed Deposit,2025-12-07,10295.57,Dormant
1197,722,18,Payroll,2025-12-03,1022.37,Active
1198,723,17,Savings,2025-08-03,656.59,Active
1199,723,17,Business,2025-08-20,5197.86,Active
1200,724,2,Savings,2024-08-04,3619.41,Active
1201,724,2,Business,2024-07-31,13448.76,Active
1202,725,8,Savings,2025-07-23,1257.78,Active
1203,726,12,Savings,2023-05-01,513.62,Active
1204,726,12,Fixed Deposit,2023-04-27,3120.57,Active
1205,726,12,Payroll,2023-05-13,332.75,Active
1206,727,14,Savings,2025-04-13,5765.38,Active
1207,727,14,Fixed Deposit,2025-04-18,13542.76,Active
1208,728,7,Savings,2025-08-08,1005.8,Closed
1209,728,7,Fixed Deposit,2025-08-20,4915.16,Active
1210,729,8,Savings,2024-06-09,1330.55,Active
1211,729,8,Payroll,2024-06-03,1008.25,Active
1212,730,2,Savings,2023-07-07,292.53,Active
1213,730,2,Payroll,2023-07-25,532.74,Active
1214,731,4,Savings,2025-04-13,3845.65,Active
1215,732,6,Savings,2025-05-28,3572.57,Active
1216,732,6,Business,2025-06-14,10003.59,Active
1217,733,11,Savings,2024-04-29,3020.57,Active
1218,733,11,Fixed Deposit,2024-04-14,4902.2,Active
1219,734,4,Savings,2024-12-20,567.93,Active
1220,734,4,Payroll,2024-12-16,730.75,Active
1221,735,3,Savings,2024-02-05,1149.44,Active
1222,735,3,Payroll,2024-02-01,853.41,Active
1223,736,17,Savings,2026-01-12,1035.31,Active
1224,736,17,Business,2026-01-05,12311.66,Active
1225,737,17,Savings,2025-12-21,1341.18,Active
1226,738,6,Savings,2023-04-07,1291.11,Active
1227,738,6,Payroll,2023-03-21,994.46,Active
1228,739,7,Savings,2025-12-02,6323.56,Active
1229,739,7,Fixed Deposit,2025-12-18,10851.69,Active
1230,739,7,Business,2025-11-26,10347.5,Active
1231,740,1,Savings,2023-09-10,314.72,Active
1232,740,1,Fixed Deposit,2023-09-19,3717.71,Active
1233,741,16,Savings,2024-07-27,448.07,Dormant
1234,741,16,Payroll,2024-07-21,706.44,Active
1235,742,9,Savings,2026-01-07,3526.98,Active
1236,742,9,Payroll,2025-12-28,799.12,Active
1237,743,10,Savings,2025-01-25,236.13,Active
1238,743,10,Fixed Deposit,2025-02-01,1047.36,Active
1239,744,6,Savings,2025-05-31,430.77,Active
1240,745,7,Savings,2023-12-15,422.8,Active
1241,746,4,Savings,2023-03-10,1152.18,Active
1242,747,14,Savings,2024-07-04,865.88,Active
1243,748,10,Fixed Deposit,2026-01-19,8104.59,Active
1244,748,10,Payroll,2025-12-28,1139.12,Active
1245,749,3,Savings,2024-03-28,3963.13,Active
1246,749,3,Fixed Deposit,2024-04-05,7378.36,Dormant
1247,749,3,Business,2024-04-08,14433.27,Active
1248,750,4,Savings,2025-10-21,1135.83,Active
1249,750,4,Payroll,2025-11-01,898.37,Active
1250,751,5,Savings,2024-11-06,1970.84,Dormant
1251,751,5,Payroll,2024-10-28,704.62,Dormant
1252,752,17,Savings,2024-09-21,1143.57,Active
1253,753,8,Savings,2025-02-08,1384.85,Active
1254,753,8,Payroll,2025-02-15,755.04,Active
1255,754,10,Savings,2025-01-13,1723.18,Active
1256,754,10,Payroll,2025-01-08,907.69,Closed
1257,755,2,Savings,2025-11-16,2285.31,Active
1258,755,2,Payroll,2025-11-23,836.68,Active
1259,756,4,Savings,2025-12-02,855.57,Active
1260,757,3,Savings,2025-01-27,572.65,Active
1261,757,3,Fixed Deposit,2025-01-18,3012.71,Active
1262,757,3,Payroll,2025-01-01,207.96,Active
1263,758,3,Savings,2023-11-04,2172.63,Active
1264,758,3,Fixed Deposit,2023-10-17,6194.22,Dormant
1265,758,3,Business,2023-10-29,6053.94,Active
1266,759,13,Savings,2024-03-11,1299.38,Dormant
1267,759,13,Fixed Deposit,2024-03-19,2074.14,Active
1268,760,16,Savings,2024-12-29,182.93,Active
1269,761,5,Savings,2023-04-11,1160.71,Active
1270,761,5,Business,2023-04-07,15180.03,Active
1271,762,7,Savings,2023-09-09,2074.45,Active
1272,762,7,Fixed Deposit,2023-08-25,13449.52,Active
1273,762,7,Payroll,2023-09-09,1409.38,Active
1274,763,12,Savings,2024-05-11,11257.76,Active
1275,763,12,Fixed Deposit,2024-05-28,24162.63,Active
1276,763,12,Business,2024-05-26,21620.26,Active
1277,764,10,Savings,2025-11-20,1793.82,Dormant
1278,765,2,Savings,2024-10-20,737.9,Active
1279,766,18,Savings,2025-02-08,1188.0,Active
1280,766,18,Payroll,2025-02-04,810.99,Active
1281,767,4,Savings,2025-02-27,277.62,Dormant
1282,767,4,Fixed Deposit,2025-03-09,3056.92,Active
1283,768,9,Savings,2025-08-13,559.85,Active
1284,768,9,Fixed Deposit,2025-08-11,5201.27,Active
1285,769,6,Savings,2023-08-05,467.11,Active
1286,770,6,Savings,2025-05-07,1181.57,Active
1287,771,1,Savings,2025-10-01,289.94,Active
1288,771,1,Fixed Deposit,2025-09-19,2595.84,Active
1289,772,4,Savings,2025-10-01,657.36,Active
1290,772,4,Payroll,2025-09-20,397.91,Active
1291,773,17,Savings,2024-04-19,77.85,Active
1292,774,7,Savings,2024-12-22,544.5,Active
1293,774,7,Fixed Deposit,2024-12-04,2673.12,Active
1294,775,14,Savings,2023-10-16,1902.02,Active
1295,776,9,Savings,2023-10-30,1180.15,Active
1296,777,2,Business,2025-08-27,14505.04,Active
1297,778,7,Savings,2024-03-27,968.32,Active
1298,779,1,Savings,2025-09-17,545.86,Active
1299,780,18,Savings,2025-10-14,2238.04,Active
1300,780,18,Payroll,2025-10-09,1572.28,Active
1301,781,3,Savings,2025-02-01,970.72,Active
1302,782,5,Savings,2025-05-18,470.36,Active
1303,782,5,Payroll,2025-06-05,212.62,Dormant
1304,783,9,Fixed Deposit,2025-09-18,3376.12,Active
1305,784,8,Savings,2025-10-03,699.23,Active
1306,784,8,Fixed Deposit,2025-10-19,2016.29,Active
1307,784,8,Payroll,2025-09-23,327.21,Dormant
1308,785,4,Savings,2025-02-01,2015.5,Dormant
1309,786,2,Savings,2023-09-07,157.57,Active
1310,786,2,Fixed Deposit,2023-09-16,960.41,Active
1311,787,16,Savings,2025-03-01,2077.38,Active
1312,787,16,Business,2025-02-19,15723.62,Dormant
1313,788,3,Savings,2024-10-04,1529.9,Active
1314,789,6,Savings,2023-10-25,534.88,Active
1315,790,10,Savings,2025-10-07,194.45,Active
1316,790,10,Payroll,2025-10-11,218.07,Active
1317,791,18,Savings,2024-12-02,1269.29,Active
1318,791,18,Fixed Deposit,2024-11-18,5364.86,Active
1319,792,1,Savings,2024-06-25,1460.95,Dormant
1320,793,4,Savings,2023-02-26,2076.19,Active
1321,794,4,Payroll,2024-02-16,468.05,Active
1322,795,18,Savings,2025-04-08,499.31,Active
1323,795,18,Payroll,2025-04-17,296.28,Dormant
1324,796,12,Savings,2023-09-07,349.64,Active
1325,796,12,Payroll,2023-09-11,722.37,Active
1326,797,13,Savings,2023-10-02,118.01,Active
1327,797,13,Fixed Deposit,2023-09-05,321.86,Active
1328,798,1,Savings,2025-12-29,1135.99,Active
1329,798,1,Payroll,2025-12-27,1039.46,Active
1330,799,14,Savings,2024-03-22,1648.09,Active
1331,800,2,Savings,2024-02-22,80.51,Active
1332,801,4,Savings,2025-03-27,485.71,Active
1333,802,12,Savings,2025-07-28,3649.83,Active
1334,802,12,Business,2025-07-09,6238.47,Active
1335,803,2,Savings,2024-10-06,1509.51,Active
1336,804,1,Savings,2024-09-17,653.04,Active
1337,804,1,Fixed Deposit,2024-10-16,3466.19,Active
1338,805,11,Savings,2025-08-03,1322.14,Active
1339,806,12,Savings,2024-01-31,3838.05,Active
1340,806,12,Business,2024-02-15,11496.21,Active
1341,807,3,Savings,2026-01-16,1921.84,Dormant
1342,808,1,Business,2025-11-16,2978.08,Active
1343,809,4,Savings,2023-09-16,900.23,Active
1344,810,7,Savings,2025-04-20,1241.64,Active
1345,811,12,Savings,2025-10-07,1655.29,Active
1346,811,12,Fixed Deposit,2025-10-29,11979.26,Active
1347,812,12,Savings,2024-09-17,1000.63,Closed
1348,812,12,Fixed Deposit,2024-09-12,2238.97,Active
1349,813,6,Savings,2025-08-13,2467.75,Active
1350,813,6,Business,2025-07-21,4187.36,Dormant
1351,814,18,Savings,2025-03-12,199.17,Active
1352,815,8,Savings,2026-01-02,375.03,Active
1353,815,8,Fixed Deposit,2026-01-20,7023.73,Active
1354,815,8,Payroll,2026-01-10,787.43,Active
1355,816,7,Savings,2023-03-15,375.74,Active
1356,816,7,Payroll,2023-03-06,358.2,Active
1357,817,7,Savings,2024-04-03,1885.94,Active
1358,817,7,Fixed Deposit,2024-03-14,2558.53,Active
1359,818,18,Savings,2025-06-01,3397.79,Active
1360,818,18,Business,2025-05-15,11274.75,Dormant
1361,819,18,Savings,2023-08-11,718.34,Active
1362,820,12,Savings,2024-03-10,366.38,Active
1363,821,11,Savings,2025-12-10,966.45,Active
1364,822,5,Savings,2025-01-07,2532.42,Active
1365,822,5,Fixed Deposit,2024-12-26,3223.42,Active
1366,822,5,Business,2025-01-10,7343.69,Active
1367,823,18,Savings,2025-09-24,752.84,Active
1368,824,2,Savings,2023-10-21,394.82,Active
1369,825,4,Savings,2024-04-20,93.61,Active
1370,826,9,Savings,2023-03-31,402.29,Active
1371,827,14,Savings,2024-12-23,835.75,Active
1372,827,14,Payroll,2025-01-02,649.22,Active
1373,828,1,Savings,2026-01-06,2665.42,Active
1374,828,1,Business,2026-01-04,8827.87,Active
1375,829,11,Savings,2025-01-17,328.48,Active
1376,830,9,Savings,2025-04-27,99.73,Active
1377,831,7,Savings,2024-09-02,1310.5,Active
1378,831,7,Payroll,2024-08-23,399.86,Active
1379,832,1,Savings,2025-08-23,1310.69,Active
1380,833,17,Savings,2023-09-25,2634.91,Active
1381,833,17,Payroll,2023-10-20,866.22,Active
1382,834,4,Savings,2026-01-01,1791.3,Active
1383,834,4,Payroll,2025-12-14,912.62,Active
1384,835,1,Savings,2024-09-04,495.2,Active
1385,836,10,Savings,2025-12-02,761.47,Active
1386,836,10,Fixed Deposit,2025-11-30,3374.77,Active
1387,837,5,Savings,2025-05-17,2191.2,Active
1388,837,5,Payroll,2025-05-16,676.24,Active
1389,838,1,Savings,2025-05-11,4147.45,Active
1390,838,1,Business,2025-05-13,5526.41,Active
1391,839,15,Savings,2023-07-07,953.23,Dormant
1392,839,15,Fixed Deposit,2023-07-15,13263.33,Active
1393,839,15,Business,2023-06-28,9549.03,Closed
1394,840,3,Savings,2026-01-12,751.18,Active
1395,841,2,Savings,2024-09-21,863.39,Active
1396,841,2,Payroll,2024-09-24,1170.61,Active
1397,842,1,Savings,2025-01-20,1468.64,Closed
1398,842,1,Payroll,2025-02-01,984.38,Active
1399,843,12,Savings,2023-10-12,1054.04,Dormant
1400,843,12,Payroll,2023-09-27,459.37,Active
1401,844,5,Savings,2025-07-19,750.53,Active
1402,845,5,Savings,2024-04-27,514.64,Closed
1403,845,5,Fixed Deposit,2024-05-08,2860.75,Active
1404,845,5,Payroll,2024-04-29,497.49,Active
1405,846,14,Savings,2024-08-28,1437.61,Active
1406,846,14,Fixed Deposit,2024-09-04,5976.61,Active
1407,847,13,Savings,2025-12-27,1299.85,Active
1408,848,10,Savings,2023-09-30,116.43,Active
1409,849,13,Savings,2025-03-29,2009.68,Active
1410,849,13,Business,2025-03-06,4704.39,Active
1411,850,8,Savings,2025-10-26,554.75,Active
1412,850,8,Payroll,2025-11-24,212.77,Active
1413,851,5,Savings,2023-10-25,524.41,Dormant
1414,852,13,Savings,2023-05-28,436.99,Active
1415,852,13,Fixed Deposit,2023-05-31,2058.2,Active
1416,853,16,Savings,2023-11-03,4030.08,Active
1417,853,16,Business,2023-10-28,12856.33,Active
1418,854,11,Savings,2025-01-21,1986.14,Active
1419,854,11,Business,2025-01-18,8399.51,Active
1420,855,4,Savings,2025-07-14,529.85,Active
1421,856,2,Savings,2025-12-30,962.78,Dormant
1422,857,17,Savings,2025-08-17,2484.06,Active
1423,857,17,Business,2025-08-03,2990.82,Active
1424,858,8,Savings,2024-05-06,1130.71,Active
1425,858,8,Payroll,2024-05-18,230.06,Dormant
1426,859,17,Savings,2024-05-21,706.5,Active
1427,860,12,Savings,2024-03-04,612.59,Active
1428,861,5,Savings,2023-10-08,6336.29,Active
1429,861,5,Business,2023-10-17,15369.3,Active
1430,862,12,Savings,2025-07-23,270.65,Active
1431,862,12,Payroll,2025-08-01,449.0,Active
1432,863,3,Savings,2025-02-12,593.28,Active
1433,864,6,Savings,2025-04-23,924.72,Active
1434,864,6,Payroll,2025-04-13,340.03,Active
1435,865,16,Savings,2025-05-26,3417.77,Active
1436,865,16,Payroll,2025-05-19,1945.46,Active
1437,866,5,Savings,2024-02-10,1862.79,Active
1438,866,5,Fixed Deposit,2024-02-21,12044.98,Active
1439,867,1,Savings,2025-11-28,1120.76,Active
1440,867,1,Fixed Deposit,2025-11-24,8965.48,Active
1441,868,14,Savings,2025-10-21,2757.5,Active
1442,868,14,Business,2025-10-20,6561.46,Active
1443,869,10,Savings,2024-10-17,196.96,Active
1444,870,7,Savings,2023-12-26,502.61,Active
1445,871,5,Savings,2025-10-02,616.62,Active
1446,872,4,Savings,2023-09-22,1749.24,Active
1447,872,4,Business,2023-09-17,6584.6,Active
1448,873,4,Savings,2025-08-22,83.33,Active
1449,874,2,Savings,2025-03-25,1110.85,Active
1450,874,2,Payroll,2025-03-26,377.47,Dormant
1451,875,17,Savings,2024-04-07,1145.18,Active
1452,876,7,Savings,2025-08-14,2956.09,Active
1453,877,16,Savings,2024-09-22,718.44,Active
1454,878,8,Payroll,2025-07-07,370.93,Active
1455,879,10,Savings,2024-11-20,565.52,Active
1456,879,10,Payroll,2024-12-14,431.1,Dormant
1457,880,3,Savings,2025-05-23,850.75,Active
1458,880,3,Payroll,2025-05-26,310.29,Dormant
1459,881,13,Savings,2023-06-30,850.4,Dormant
1460,881,13,Business,2023-07-04,8900.59,Active
1461,882,6,Savings,2024-05-22,1444.79,Dormant
1462,882,6,Payroll,2024-06-10,332.11,Active
1463,884,2,Savings,2025-02-10,1514.7,Active
1464,884,2,Fixed Deposit,2025-01-29,5357.17,Active
1465,885,11,Savings,2025-04-27,546.51,Active
1466,886,13,Savings,2024-08-02,1063.83,Active
1467,886,13,Payroll,2024-08-20,540.85,Active
1468,887,13,Savings,2024-09-17,1192.52,Active
1469,888,12,Savings,2025-08-14,1164.56,Active
1470,888,12,Payroll,2025-08-04,767.38,Closed
1471,889,7,Savings,2025-02-22,471.97,Active
1472,890,2,Savings,2024-10-11,2602.11,Active
1473,890,2,Payroll,2024-09-25,631.83,Active
1474,891,3,Savings,2024-03-22,3587.53,Dormant
1475,891,3,Business,2024-04-14,13648.33,Active
1476,892,3,Savings,2024-12-16,3191.36,Active
1477,893,4,Savings,2024-08-18,729.11,Active
1478,894,10,Savings,2024-06-21,2507.5,Active
1479,894,10,Fixed Deposit,2024-06-08,6752.41,Active
1480,895,10,Savings,2025-04-06,334.14,Active
1481,895,10,Payroll,2025-04-10,267.38,Active
1482,896,7,Savings,2025-12-19,3266.02,Active
1483,896,7,Payroll,2025-12-17,894.59,Active
1484,897,11,Savings,2023-06-16,584.28,Active
1485,898,11,Savings,2025-04-26,616.52,Active
1486,899,11,Savings,2024-11-22,1049.11,Active
1487,900,12,Business,2023-05-29,2986.62,Active
1488,901,3,Savings,2023-10-20,5363.84,Active
1489,901,3,Fixed Deposit,2023-10-27,9848.12,Active
1490,901,3,Business,2023-10-31,22197.97,Active
1491,902,7,Savings,2023-11-09,139.58,Active
1492,903,17,Savings,2025-01-08,63.06,Active
1493,904,8,Savings,2025-01-27,1610.01,Active
1494,905,5,Savings,2024-08-22,193.14,Active
1495,906,2,Savings,2023-07-24,1856.06,Active
1496,906,2,Fixed Deposit,2023-07-31,4741.27,Active
1497,906,2,Payroll,2023-07-05,1166.98,Active
1498,907,2,Savings,2024-11-17,394.86,Active
1499,907,2,Fixed Deposit,2024-10-23,5388.17,Active
1500,908,4,Savings,2024-06-19,992.19,Active
1501,909,16,Savings,2023-09-07,114.49,Active
1502,910,4,Savings,2025-09-02,1499.19,Active
1503,910,4,Fixed Deposit,2025-08-31,8375.12,Active
1504,911,4,Savings,2025-01-02,614.97,Active
1505,912,4,Savings,2025-03-23,542.64,Active
1506,913,6,Savings,2025-03-19,3321.39,Active
1507,913,6,Business,2025-03-04,7154.15,Active
1508,914,9,Savings,2025-01-22,3720.48,Active
1509,914,9,Business,2025-02-07,14834.7,Active
1510,915,18,Savings,2025-10-27,647.69,Active
1511,915,18,Payroll,2025-11-20,963.24,Active
1512,916,4,Savings,2025-05-13,744.36,Active
1513,917,4,Savings,2023-05-17,1309.79,Active
1514,918,14,Savings,2025-03-31,695.95,Active
1515,918,14,Payroll,2025-04-04,996.42,Active
1516,919,11,Savings,2024-12-17,1026.54,Active
1517,920,10,Savings,2024-06-25,1045.98,Closed
1518,920,10,Payroll,2024-06-19,439.49,Active
1519,921,17,Savings,2025-01-09,1639.66,Active
1520,921,17,Payroll,2025-01-29,1092.16,Active
1521,922,4,Savings,2023-11-03,983.85,Active
1522,923,2,Savings,2025-04-20,541.09,Closed
1523,923,2,Payroll,2025-04-11,263.45,Active
1524,924,2,Savings,2024-06-28,2199.63,Active
1525,924,2,Fixed Deposit,2024-07-05,3806.54,Active
1526,924,2,Payroll,2024-07-04,997.76,Active
1527,925,9,Savings,2024-12-12,858.04,Active
1528,926,10,Savings,2024-07-02,787.9,Active
1529,926,10,Payroll,2024-07-06,504.84,Active
1530,927,7,Savings,2025-06-14,2946.97,Dormant
1531,927,7,Fixed Deposit,2025-06-29,10546.05,Active
1532,927,7,Payroll,2025-07-07,616.69,Dormant
1533,928,3,Savings,2024-11-22,1807.11,Active
1534,928,3,Fixed Deposit,2024-11-20,13164.43,Dormant
1535,929,4,Savings,2025-07-03,662.25,Active
1536,930,3,Savings,2023-08-05,410.72,Closed
1537,931,15,Savings,2025-05-03,661.19,Active
1538,931,15,Fixed Deposit,2025-05-01,3354.91,Active
1539,931,15,Payroll,2025-04-20,323.59,Active
1540,932,15,Savings,2026-01-17,1052.43,Active
1541,933,3,Savings,2024-09-23,1533.38,Active
1542,934,17,Savings,2025-07-11,511.2,Active
1543,935,2,Savings,2024-10-23,213.33,Active
1544,935,2,Payroll,2024-11-10,446.81,Active
1545,936,18,Savings,2023-08-05,286.93,Active
1546,936,18,Fixed Deposit,2023-07-27,1408.61,Active
1547,937,12,Savings,2024-08-14,833.61,Active
1548,938,2,Savings,2025-06-24,1337.4,Active
1549,938,2,Fixed Deposit,2025-06-23,8333.47,Active
1550,939,7,Savings,2025-10-26,420.2,Active
1551,939,7,Payroll,2025-11-08,442.44,Active
1552,940,18,Savings,2023-07-17,2007.34,Closed
1553,940,18,Business,2023-07-01,8674.98,Active
1554,941,11,Savings,2025-08-19,771.59,Dormant
1555,942,2,Savings,2025-07-02,1341.01,Active
1556,942,2,Fixed Deposit,2025-06-16,3168.24,Active
1557,943,12,Savings,2023-12-26,999.77,Active
1558,943,12,Payroll,2023-11-28,799.14,Active
1559,944,17,Savings,2024-08-28,760.26,Active
1560,944,17,Payroll,2024-09-06,245.52,Dormant
1561,945,3,Savings,2024-06-17,1525.98,Active
1562,945,3,Fixed Deposit,2024-05-27,3655.44,Active
1563,945,3,Payroll,2024-06-12,1204.91,Active
1564,946,18,Savings,2024-01-29,1399.81,Active
1565,946,18,Payroll,2024-02-06,553.51,Active
1566,947,14,Savings,2023-12-20,161.01,Active
1567,948,7,Savings,2023-12-08,1202.46,Active
1568,949,3,Savings,2023-02-22,1958.88,Active
1569,949,3,Payroll,2023-02-21,902.94,Active
1570,950,1,Savings,2023-05-17,1291.65,Closed
1571,950,1,Business,2023-05-17,4498.38,Active
1572,951,13,Savings,2025-03-02,1502.2,Active
1573,951,13,Fixed Deposit,2025-02-21,5629.36,Active
1574,952,1,Savings,2025-09-09,515.8,Active
1575,953,4,Savings,2024-07-09,2340.13,Active
1576,954,13,Savings,2023-04-19,789.69,Closed
1577,955,13,Savings,2024-08-14,555.23,Active
1578,956,11,Savings,2025-11-09,1019.6,Active
1579,956,11,Fixed Deposit,2025-10-27,2252.86,Active
1580,957,2,Savings,2023-06-15,741.72,Active
1581,957,2,Payroll,2023-06-09,444.14,Active
1582,958,7,Savings,2023-10-05,1646.92,Active
1583,958,7,Payroll,2023-10-06,626.86,Active
1584,959,7,Savings,2024-07-26,952.79,Active
1585,959,7,Payroll,2024-08-09,424.01,Active
1586,960,8,Savings,2025-12-13,781.09,Active
1587,960,8,Payroll,2025-12-17,340.88,Active
1588,961,2,Savings,2023-07-26,656.92,Active
1589,962,4,Payroll,2024-07-14,772.23,Active
1590,963,15,Savings,2025-03-17,1183.3,Dormant
1591,963,15,Payroll,2025-03-31,834.61,Active
1592,964,5,Savings,2025-12-19,1098.56,Active
1593,964,5,Business,2025-12-27,3372.3,Active
1594,965,7,Savings,2025-05-14,551.05,Active
1595,965,7,Fixed Deposit,2025-05-08,3123.94,Active
1596,965,7,Business,2025-05-07,3557.85,Active
1597,966,9,Savings,2024-08-14,2921.14,Active
1598,966,9,Business,2024-08-02,10493.52,Active
1599,967,15,Savings,2023-02-21,389.67,Dormant
1600,968,16,Savings,2025-08-10,2601.84,Closed
1601,968,16,Fixed Deposit,2025-07-14,9620.49,Active
1602,969,9,Savings,2023-12-26,3338.64,Active
1603,969,9,Payroll,2023-12-20,1401.23,Active
1604,970,8,Savings,2025-12-26,1140.0,Active
1605,971,4,Savings,2023-12-14,4172.86,Active
1606,971,4,Business,2023-12-30,9058.33,Active
1607,972,11,Savings,2024-09-11,752.73,Active
1608,973,11,Savings,2025-05-01,2236.66,Active
1609,973,11,Business,2025-04-21,4485.35,Active
1610,975,7,Savings,2024-04-17,1435.0,Active
1611,976,9,Savings,2024-12-04,1052.76,Active
1612,977,2,Savings,2023-03-14,1426.56,Active
1613,978,13,Savings,2023-10-27,2267.0,Active
1614,978,13,Business,2023-10-27,5576.15,Active
1615,979,7,Savings,2025-02-15,880.53,Active
1616,980,17,Savings,2025-03-06,1089.21,Active
1617,981,5,Savings,2023-09-30,792.47,Active
1618,981,5,Payroll,2023-09-27,597.33,Active
1619,982,14,Savings,2025-05-28,2892.56,Active
1620,982,14,Fixed Deposit,2025-05-21,4772.99,Active
1621,983,11,Savings,2025-05-29,1666.58,Active
1622,984,14,Savings,2025-11-24,234.61,Active
1623,984,14,Fixed Deposit,2025-12-08,419.37,Active
1624,985,18,Savings,2024-06-05,1051.09,Active
1625,986,6,Savings,2024-02-07,699.16,Active
1626,987,16,Savings,2024-11-10,495.42,Active
1627,988,3,Savings,2024-10-07,1268.91,Active
1628,989,18,Savings,2024-12-26,653.9,Active
1629,990,10,Savings,2025-10-16,1155.46,Active
1630,991,5,Savings,2025-03-05,3574.21,Active
1631,991,5,Business,2025-03-13,4238.46,Active
1632,992,5,Savings,2025-01-07,3133.4,Active
