payment_id,loan_id,payment_date,amount_due,amount_paid,days_past_due
3196,349,2025-10-27,195.42,195.42,0
3197,349,2025-11-27,195.42,195.42,0
3198,349,2025-12-23,195.42,195.42,0
3199,350,2024-12-12,229.57,90.56,79
3200,350,2024-10-28,229.57,229.57,0
3201,350,2024-11-23,229.57,229.57,0
3202,350,2024-12-26,229.57,229.57,0
3203,350,2025-01-25,229.57,229.57,0
3204,350,2025-02-27,229.57,229.57,0
3205,350,2025-03-24,229.57,229.57,0
3206,350,2025-06-01,229.57,218.66,36
3207,350,2025-05-23,229.57,229.57,0
3208,350,2025-06-28,229.57,229.57,0
3209,350,2025-07-27,229.57,229.57,0
3210,350,2025-08-22,229.57,229.57,0
3211,350,2025-09-27,229.57,229.57,0
3212,350,2025-10-27,229.57,229.57,0
3213,350,2025-11-24,229.57,229.57,0
3214,350,2026-04-30,229.57,16.89,125
3215,351,2025-09-24,200.45,200.45,0
3216,351,2025-10-28,200.45,200.45,0
3217,351,2025-11-23,200.45,200.45,0
3218,351,2025-12-26,200.45,200.45,0
3219,352,2025-06-24,173.83,173.83,0
3220,352,2025-07-22,173.83,173.83,0
3221,352,2025-08-28,173.83,173.83,0
3222,352,2025-09-25,173.83,173.83,0
3223,352,2025-10-22,173.83,173.83,0
3224,352,2025-12-24,173.83,144.11,32
3225,352,2025-12-28,173.83,173.83,0
3226,353,2024-08-26,1026.23,1026.23,0
3227,353,2024-09-23,1026.23,1026.23,0
3228,353,2024-10-24,1026.23,1026.23,0
3229,353,2024-11-23,1026.23,1026.23,0
3230,353,2024-12-23,1026.23,1026.23,0
3231,353,2025-01-23,1026.23,1026.23,0
3232,353,2025-02-27,1026.23,1026.23,0
3233,353,2025-03-23,1026.23,1026.23,0
3234,353,2025-04-27,1026.23,1026.23,0
3235,353,2025-05-26,1026.23,1026.23,0
3236,353,2025-06-22,1026.23,1026.23,0
3237,353,2025-07-27,1026.23,1026.23,0
3238,353,2025-08-24,1026.23,1026.23,0
3239,353,2025-09-27,1026.23,1026.23,0
3240,353,2025-10-27,1026.23,1026.23,0
3241,353,2025-11-25,1026.23,1026.23,0
3242,353,2025-12-28,1026.23,1026.23,0
3243,354,2025-05-26,433.03,433.03,0
3244,354,2025-06-26,433.03,433.03,0
3245,354,2025-07-26,433.03,433.03,0
3246,354,2025-08-26,433.03,433.03,0
3247,354,2025-09-24,433.03,433.03,0
3248,354,2025-10-27,433.03,433.03,0
3249,354,2025-11-27,433.03,433.03,0
3250,354,2025-12-22,433.03,433.03,0
3251,355,2024-11-06,354.76,314.16,39
3252,355,2024-10-22,354.76,354.76,0
3253,355,2024-11-27,354.76,354.76,0
3254,355,2024-12-25,354.76,354.76,0
3255,355,2025-01-28,354.76,354.76,0
3256,355,2025-02-22,354.76,354.76,0
3257,355,2025-03-26,354.76,354.76,0
3258,355,2025-04-27,354.76,354.76,0
3259,355,2025-05-27,354.76,354.76,0
3260,355,2025-07-11,354.76,333.24,18
3261,355,2025-07-28,354.76,354.76,0
3262,355,2025-08-23,354.76,354.76,0
3263,355,2025-09-26,354.76,354.76,0
3264,356,2025-04-22,158.16,158.16,0
3265,356,2025-05-24,158.16,158.16,0
3266,356,2025-06-28,158.16,158.16,0
3267,356,2025-07-27,158.16,158.16,0
3268,356,2025-08-28,158.16,158.16,0
3269,356,2025-09-26,158.16,158.16,0
3270,356,2025-10-24,158.16,158.16,0
3271,356,2025-11-24,158.16,158.16,0
3272,356,2025-12-26,158.16,158.16,0
3273,357,2025-04-23,524.51,524.51,0
3274,357,2025-05-23,524.51,524.51,0
3275,357,2025-06-22,524.51,524.51,0
3276,357,2025-07-25,524.51,524.51,0
3277,357,2025-08-23,524.51,524.51,0
3278,357,2025-09-23,524.51,524.51,0
3279,357,2025-10-28,524.51,524.51,0
3280,357,2025-11-23,524.51,524.51,0
3281,357,2025-12-26,524.51,524.51,0
3282,358,2025-12-23,1263.85,1263.85,0
3283,359,2025-07-24,397.58,397.58,0
3284,359,2025-08-28,397.58,346.17,3
3285,359,2025-09-23,397.58,397.58,0
3286,359,2025-10-27,397.58,397.58,0
3287,359,2025-11-27,397.58,397.58,0
3288,359,2026-01-07,397.58,393.66,12
3289,360,2024-08-26,583.44,583.44,0
3290,360,2024-09-28,583.44,583.44,0
3291,360,2024-10-22,583.44,583.44,0
3292,360,2024-11-25,583.44,583.44,0
3293,360,2024-12-24,583.44,583.44,0
3294,360,2025-01-27,583.44,583.44,0
3295,360,2025-02-25,583.44,583.44,0
3296,360,2025-03-23,583.44,583.44,0
3297,360,2025-04-22,583.44,583.44,0
3298,360,2025-05-22,583.44,583.44,0
3299,360,2025-06-22,583.44,583.44,0
3300,360,2025-07-27,583.44,583.44,0
3301,360,2025-08-23,583.44,583.44,0
3302,360,2025-09-27,583.44,583.44,0
3303,360,2025-10-26,583.44,583.44,0
3304,360,2025-11-25,583.44,583.44,0
3305,360,2025-12-25,583.44,583.44,0
3306,361,2024-06-27,267.88,267.88,0
3307,361,2024-09-18,267.88,223.85,55
3308,361,2024-08-25,267.88,267.88,0
3309,361,2024-09-23,267.88,267.88,0
3310,361,2024-10-26,267.88,267.88,0
3311,361,2024-11-22,267.88,267.88,0
3312,361,2024-12-24,267.88,267.88,0
3313,361,2025-01-22,267.88,267.88,0
3314,361,2025-02-25,267.88,267.88,0
3315,361,2025-03-22,267.88,267.88,0
3316,361,2025-04-24,267.88,267.88,0
3317,361,2025-05-26,267.88,267.88,0
3318,361,2025-09-01,267.88,250.89,70
3319,361,2025-07-28,267.88,267.88,0
3320,361,2025-08-23,267.88,267.88,0
3321,361,2025-09-26,267.88,267.88,0
3322,361,2025-10-28,267.88,267.88,0
3323,361,2025-11-24,267.88,267.88,0
3324,361,2025-12-24,267.88,267.88,0
3325,362,2024-09-21,180.51,176.2,24
3326,362,2024-09-26,180.51,180.51,0
3327,362,2024-10-24,180.51,180.51,0
3328,362,2024-11-28,180.51,180.51,0
3329,362,2024-12-26,180.51,180.51,0
3330,362,2025-01-25,180.51,180.51,0
3331,362,2025-02-28,180.51,180.51,0
3332,362,2025-06-08,180.51,1.7,76
3333,362,2025-04-27,180.51,180.51,0
3334,362,2025-05-23,180.51,180.51,0
3335,362,2025-06-25,180.51,180.51,0
3336,362,2025-09-19,180.51,150.49,56
3337,362,2025-08-24,180.51,180.51,0
3338,362,2025-09-23,180.51,180.51,0
3339,362,2025-10-26,180.51,180.51,0
3340,362,2025-11-22,180.51,180.51,0
3341,362,2025-12-25,180.51,180.51,0
3342,363,2025-07-23,397.57,397.57,0
3343,363,2025-08-28,397.57,397.57,0
3344,363,2025-09-25,397.57,397.57,0
3345,363,2025-10-23,397.57,397.57,0
3346,363,2025-11-24,397.57,397.57,0
3347,363,2025-12-23,397.57,397.57,0
3348,364,2024-07-22,238.88,238.88,0
3349,364,2024-09-23,238.88,200.57,26
3350,364,2024-12-13,238.88,32.79,76
3351,364,2025-01-08,238.88,207.67,73
3352,364,2025-01-10,238.88,205.34,47
3353,364,2024-12-27,238.88,238.88,0
3354,364,2025-01-27,238.88,238.88,0
3355,364,2025-03-28,238.88,57.18,30
3356,364,2025-03-25,238.88,238.88,0
3357,364,2025-04-26,238.88,238.88,0
3358,364,2025-08-07,238.88,64.11,73
3359,364,2025-06-26,238.88,238.88,0
3360,364,2025-07-28,238.88,238.88,0
3361,364,2025-08-22,238.88,238.88,0
3362,364,2025-09-23,238.88,238.88,0
3363,364,2025-12-26,238.88,207.01,59
3364,364,2025-11-24,238.88,238.88,0
3365,364,2025-12-23,238.88,238.88,0
3366,365,2025-05-28,217.45,217.45,0
3367,365,2025-06-23,217.45,217.45,0
3368,365,2025-08-12,217.45,202.76,16
3369,365,2025-08-23,217.45,217.45,0
3370,365,2025-09-25,217.45,217.45,0
3371,365,2025-10-28,217.45,217.45,0
3372,365,2025-11-26,217.45,217.45,0
3373,365,2026-02-10,217.45,179.53,45
3374,366,2025-07-26,551.85,535.37,30
3375,366,2025-07-26,551.85,551.85,0
3376,366,2025-08-25,551.85,551.85,0
3377,366,2025-09-24,551.85,551.85,0
3378,366,2025-10-27,551.85,551.85,0
3379,366,2026-01-26,551.85,474.0,64
3380,366,2025-12-25,551.85,551.85,0
3381,367,2025-08-24,228.49,228.49,0
3382,367,2025-09-24,228.49,228.49,0
3383,367,2025-10-26,228.49,228.49,0
3384,367,2025-11-22,228.49,228.49,0
3385,367,2025-12-26,228.49,228.49,0
3386,368,2025-06-28,215.22,215.22,0
3387,368,2025-07-25,215.22,215.22,0
3388,368,2025-08-25,215.22,215.22,0
3389,368,2025-09-24,215.22,215.22,0
3390,368,2025-10-28,215.22,215.22,0
3391,368,2025-11-25,215.22,215.22,0
3392,368,2025-12-25,215.22,215.22,0
3393,369,2025-09-25,180.51,180.51,0
3394,369,2025-10-25,180.51,180.51,0
3395,369,2025-11-25,180.51,180.51,0
3396,369,2025-12-26,180.51,180.51,0
3397,371,2025-03-25,554.16,554.16,0
3398,371,2025-04-26,554.16,554.16,0
3399,371,2025-05-22,554.16,554.16,0
3400,371,2025-06-27,554.16,554.16,0
3401,371,2025-07-26,554.16,554.16,0
3402,371,2025-08-25,554.16,554.16,0
3403,371,2025-09-23,554.16,554.16,0
3404,371,2025-10-26,554.16,554.16,0
3405,371,2025-11-24,554.16,554.16,0
3406,371,2025-12-27,554.16,554.16,0
3407,372,2024-11-26,892.62,892.62,0
3408,372,2024-12-24,892.62,892.62,0
3409,372,2025-01-28,892.62,892.62,0
3410,372,2025-02-24,892.62,892.62,0
3411,372,2025-03-24,892.62,892.62,0
3412,372,2025-04-26,892.62,892.62,0
3413,372,2025-05-25,892.62,892.62,0
3414,372,2025-06-22,892.62,892.62,0
3415,372,2025-07-22,892.62,892.62,0
3416,372,2025-08-27,892.62,892.62,0
3417,372,2025-09-23,892.62,892.62,0
3418,372,2025-10-26,892.62,892.62,0
3419,372,2025-11-27,892.62,892.62,0
3420,372,2025-12-22,892.62,892.62,0
3421,373,2025-08-28,1532.36,1532.36,0
3422,373,2025-09-28,1532.36,1532.36,0
3423,373,2025-10-23,1532.36,1532.36,0
3424,373,2025-11-24,1532.36,1532.36,0
3425,373,2025-12-26,1532.36,1532.36,0
3426,374,2024-05-28,180.74,180.74,0
3427,374,2024-06-27,180.74,180.74,0
3428,374,2024-07-27,180.74,180.74,0
3429,374,2024-08-24,180.74,180.74,0
3430,374,2024-09-25,180.74,180.74,0
3431,374,2024-10-28,180.74,180.74,0
3432,374,2024-11-26,180.74,180.74,0
3433,374,2025-01-27,180.74,174.68,32
3434,374,2025-01-26,180.74,180.74,0
3435,374,2025-02-28,180.74,180.74,0
3436,374,2025-03-23,180.74,180.74,0
3437,374,2025-06-11,180.74,165.49,46
3438,374,2025-05-23,180.74,180.74,0
3439,374,2025-06-27,180.74,180.74,0
3440,374,2025-07-28,180.74,180.74,0
3441,374,2025-08-27,180.74,180.74,0
3442,374,2025-09-26,180.74,180.74,0
3443,374,2025-10-27,180.74,180.74,0
3444,374,2025-11-22,180.74,180.74,0
3445,374,2025-12-22,180.74,180.74,0
3446,375,2025-09-28,228.87,228.87,0
3447,375,2025-10-23,228.87,228.87,0
3448,375,2026-01-10,228.87,196.42,48
3449,375,2025-12-27,228.87,228.87,0
3450,376,2025-09-26,512.72,512.72,0
3451,376,2025-10-27,512.72,512.72,0
3452,376,2025-11-22,512.72,512.72,0
3453,376,2025-12-22,512.72,512.72,0
3454,377,2025-04-26,999.96,999.96,0
3455,377,2025-05-25,999.96,999.96,0
3456,377,2025-08-06,999.96,811.49,40
3457,377,2025-07-25,999.96,999.96,0
3458,377,2025-08-27,999.96,999.96,0
3459,377,2026-03-20,999.96,41.66,175
3460,377,2025-10-25,999.96,999.96,0
3461,377,2026-04-25,999.96,40.13,154
3462,377,2025-12-22,999.96,999.96,0
3463,378,2025-11-24,301.57,301.57,0
3464,378,2025-12-22,301.57,301.57,0
3465,379,2024-06-27,487.75,487.75,0
3466,379,2024-07-28,487.75,487.75,0
3467,379,2024-08-24,487.75,487.75,0
3468,379,2024-09-28,487.75,487.75,0
3469,379,2024-10-26,487.75,487.75,0
3470,379,2024-11-28,487.75,487.75,0
3471,379,2024-12-27,487.75,487.75,0
3472,379,2025-02-11,487.75,455.37,14
3473,379,2025-02-26,487.75,487.75,0
3474,379,2025-03-23,487.75,487.75,0
3475,379,2025-04-27,487.75,487.75,0
3476,379,2025-05-24,487.75,487.75,0
3477,379,2025-06-28,487.75,487.75,0
3478,379,2025-07-22,487.75,487.75,0
3479,379,2025-09-10,487.75,484.57,17
3480,379,2025-09-28,487.75,487.75,0
3481,379,2025-10-24,487.75,487.75,0
3482,379,2025-11-27,487.75,487.75,0
3483,379,2025-12-24,487.75,487.75,0
3484,380,2025-07-26,424.71,424.71,0
3485,380,2025-08-25,424.71,424.71,0
3486,380,2025-09-23,424.71,424.71,0
3487,380,2025-10-23,424.71,424.71,0
3488,380,2025-11-28,424.71,424.71,0
3489,380,2026-03-09,424.71,374.87,74
3490,381,2025-06-27,785.46,785.46,0
3491,381,2025-07-26,785.46,785.46,0
3492,381,2025-08-27,785.46,785.46,0
3493,381,2025-09-27,785.46,785.46,0
3494,381,2025-10-28,785.46,785.46,0
3495,381,2025-11-25,785.46,785.46,0
3496,381,2025-12-26,785.46,785.46,0
3497,382,2025-06-26,614.42,614.42,0
3498,382,2025-07-28,614.42,614.42,0
3499,382,2025-10-10,614.42,114.28,43
3500,382,2025-09-28,614.42,614.42,0
3501,382,2025-10-22,614.42,614.42,0
3502,382,2025-11-27,614.42,614.42,0
3503,382,2025-12-27,614.42,614.42,0
3504,383,2025-03-27,406.77,406.77,0
3505,383,2025-04-22,406.77,406.77,0
3506,383,2025-05-26,406.77,406.77,0
3507,383,2025-06-28,406.77,406.77,0
3508,383,2025-07-27,406.77,406.77,0
3509,383,2025-08-26,406.77,406.77,0
3510,383,2025-09-28,406.77,406.77,0
3511,383,2025-10-28,406.77,406.77,0
3512,383,2025-11-24,406.77,406.77,0
3513,383,2025-12-27,406.77,406.77,0
3514,384,2025-09-25,250.19,250.19,0
3515,384,2025-10-28,250.19,250.19,0
3516,384,2025-11-26,250.19,250.19,0
3517,384,2025-12-24,250.19,250.19,0
3518,385,2025-12-27,259.44,259.44,0
3519,386,2025-12-26,379.54,379.54,0
3520,387,2025-04-26,181.11,181.11,0
3521,387,2025-05-26,181.11,181.11,0
3522,387,2025-06-27,181.11,181.11,0
3523,387,2025-07-24,181.11,181.11,0
3524,387,2025-08-24,181.11,181.11,0
3525,387,2025-09-24,181.11,181.11,0
3526,387,2025-10-27,181.11,181.11,0
3527,387,2025-11-25,181.11,181.11,0
3528,387,2025-12-24,181.11,181.11,0
3529,388,2024-03-27,82.2,82.2,0
3530,388,2024-04-23,82.2,82.2,0
3531,388,2024-05-24,82.2,82.2,0
3532,388,2024-06-26,82.2,82.2,0
3533,388,2024-07-24,82.2,82.2,0
3534,388,2024-08-26,82.2,82.2,0
3535,388,2024-09-28,82.2,82.2,0
3536,388,2024-10-28,82.2,82.2,0
3537,388,2024-11-22,82.2,82.2,0
3538,388,2024-12-23,82.2,82.2,0
3539,388,2025-01-26,82.2,82.2,0
3540,388,2025-02-23,82.2,82.2,0
3541,388,2025-03-22,82.2,82.2,0
3542,388,2025-07-17,82.2,67.41,80
3543,388,2025-05-23,82.2,82.2,0
3544,388,2025-12-02,82.2,0.78,157
3545,388,2025-07-24,82.2,82.2,0
3546,388,2025-08-31,82.2,74.21,4
3547,388,2025-09-26,82.2,82.2,0
3548,388,2025-10-25,82.2,82.2,0
3549,388,2025-11-26,82.2,82.2,0
3550,388,2025-12-26,82.2,82.2,0
3551,390,2025-08-27,208.53,208.53,0
3552,390,2025-09-24,208.53,208.53,0
3553,390,2025-10-27,208.53,208.53,0
3554,390,2025-11-23,208.53,208.53,0
3555,390,2025-12-23,208.53,208.53,0
3556,391,2024-10-26,1689.31,1689.31,0
3557,391,2024-11-22,1689.31,1689.31,0
3558,391,2024-12-22,1689.31,1689.31,0
3559,391,2025-01-25,1689.31,1689.31,0
3560,391,2025-02-22,1689.31,1689.31,0
3561,391,2025-03-26,1689.31,1689.31,0
3562,391,2025-04-23,1689.31,1689.31,0
3563,391,2025-05-23,1689.31,1689.31,0
3564,391,2025-06-24,1689.31,1689.31,0
3565,391,2025-07-25,1689.31,1689.31,0
3566,391,2025-08-25,1689.31,1689.31,0
3567,391,2025-09-23,1689.31,1689.31,0
3568,391,2025-10-22,1689.31,1689.31,0
3569,391,2025-11-28,1689.31,1689.31,0
3570,391,2025-12-25,1689.31,1689.31,0
3571,392,2025-08-27,386.18,386.18,0
3572,392,2025-09-24,386.18,386.18,0
3573,392,2025-11-05,386.18,313.67,11
3574,392,2026-01-12,386.18,319.63,48
3575,392,2025-12-22,386.18,386.18,0
3576,393,2024-05-23,469.79,469.79,0
3577,393,2024-06-28,469.79,469.79,0
3578,393,2024-07-26,469.79,469.79,0
3579,393,2024-08-24,469.79,469.79,0
3580,393,2024-11-12,469.79,425.54,51
3581,393,2024-10-26,469.79,469.79,0
3582,393,2024-11-23,469.79,469.79,0
3583,393,2024-12-28,469.79,469.79,0
3584,393,2025-01-27,469.79,469.79,0
3585,393,2025-02-25,469.79,469.79,0
3586,393,2025-03-25,469.79,469.79,0
3587,393,2025-04-27,469.79,469.79,0
3588,393,2025-05-24,469.79,469.79,0
3589,393,2025-06-25,469.79,469.79,0
3590,393,2025-07-27,469.79,469.79,0
3591,393,2025-08-23,469.79,469.79,0
3592,393,2025-11-01,469.79,58.15,36
3593,393,2025-10-23,469.79,469.79,0
3594,393,2025-11-23,469.79,469.79,0
3595,393,2025-12-25,469.79,469.79,0
3596,394,2025-01-26,297.49,297.49,0
3597,394,2025-02-26,297.49,297.49,0
3598,394,2025-03-26,297.49,297.49,0
3599,394,2025-04-26,297.49,297.49,0
3600,394,2025-05-28,297.49,297.49,0
3601,394,2025-06-22,297.49,297.49,0
3602,394,2025-07-25,297.49,297.49,0
3603,394,2025-08-26,297.49,297.49,0
3604,394,2025-09-28,297.49,297.49,0
3605,394,2025-10-24,297.49,297.49,0
3606,394,2025-11-27,297.49,297.49,0
3607,394,2025-12-22,297.49,297.49,0
3608,395,2024-06-27,539.06,539.06,0
3609,395,2024-07-25,539.06,539.06,0
3610,395,2024-08-24,539.06,539.06,0
3611,395,2024-09-24,539.06,539.06,0
3612,395,2024-10-28,539.06,539.06,0
3613,395,2024-11-25,539.06,539.06,0
3614,395,2024-12-23,539.06,539.06,0
3615,395,2025-01-23,539.06,539.06,0
3616,395,2025-02-24,539.06,539.06,0
3617,395,2025-03-26,539.06,539.06,0
3618,395,2025-04-24,539.06,539.06,0
3619,395,2025-05-22,539.06,539.06,0
3620,395,2025-08-24,539.06,47.66,57
3621,395,2025-07-24,539.06,539.06,0
3622,395,2025-08-24,539.06,539.06,0
3623,395,2025-09-28,539.06,539.06,0
3624,395,2025-10-25,539.06,539.06,0
3625,395,2026-01-18,539.06,503.17,55
3626,395,2025-12-25,539.06,539.06,0
3627,396,2025-01-22,334.7,334.7,0
3628,396,2025-05-21,334.7,275.0,85
3629,396,2025-03-26,334.7,334.7,0
3630,396,2025-04-28,334.7,334.7,0
3631,396,2025-05-22,334.7,334.7,0
3632,396,2025-06-24,334.7,334.7,0
3633,396,2025-07-22,334.7,334.7,0
3634,396,2025-08-28,334.7,334.7,0
3635,396,2025-09-22,334.7,334.7,0
3636,396,2025-10-22,334.7,334.7,0
3637,396,2025-11-25,334.7,334.7,0
3638,396,2025-12-22,334.7,334.7,0
3639,397,2024-10-28,338.93,338.93,0
3640,397,2024-11-27,338.93,338.93,0
3641,397,2024-12-24,338.93,338.93,0
3642,397,2025-01-27,338.93,338.93,0
3643,397,2025-02-23,338.93,338.93,0
3644,397,2025-03-26,338.93,338.93,0
3645,397,2025-04-28,338.93,338.93,0
3646,397,2025-05-23,338.93,338.93,0
3647,397,2025-06-26,338.93,338.93,0
3648,397,2025-10-18,338.93,280.15,85
3649,397,2025-08-28,338.93,338.93,0
3650,397,2025-09-22,338.93,338.93,0
3651,397,2025-10-28,338.93,338.93,0
3652,397,2025-11-25,338.93,338.93,0
3653,397,2025-12-28,338.93,338.93,0
3654,398,2025-12-22,1353.79,1353.79,0
3655,399,2025-12-25,2079.92,2079.92,0
3656,400,2024-10-28,327.75,327.75,0
3657,400,2025-02-22,327.75,280.85,89
3658,400,2024-12-28,327.75,327.75,0
3659,400,2025-01-24,327.75,327.75,0
3660,400,2025-02-25,327.75,327.75,0
3661,400,2025-03-27,327.75,327.75,0
3662,400,2025-04-28,327.75,327.75,0
3663,400,2025-05-27,327.75,327.75,0
3664,400,2025-06-24,327.75,327.75,0
3665,400,2025-07-25,327.75,327.75,0
3666,400,2025-08-25,327.75,327.75,0
3667,400,2025-09-22,327.75,327.75,0
3668,400,2025-10-27,327.75,327.75,0
3669,400,2025-11-24,327.75,327.75,0
3670,400,2025-12-22,327.75,327.75,0
3671,401,2025-06-23,138.26,138.26,0
3672,401,2025-10-07,138.26,121.76,72
3673,401,2025-08-26,138.26,138.26,0
3674,401,2025-09-27,138.26,138.26,0
3675,401,2025-11-23,138.26,116.86,30
3676,401,2025-11-25,138.26,138.26,0
3677,401,2025-12-24,138.26,138.26,0
3678,402,2024-01-28,405.57,405.57,0
3679,402,2024-02-22,405.57,405.57,0
3680,402,2024-03-23,405.57,405.57,0
3681,402,2024-04-26,405.57,405.57,0
3682,402,2024-05-26,405.57,405.57,0
3683,402,2024-06-22,405.57,405.57,0
3684,402,2024-07-27,405.57,405.57,0
3685,402,2024-08-22,405.57,405.57,0
3686,402,2024-09-26,405.57,405.57,0
3687,402,2024-10-26,405.57,405.57,0
3688,402,2024-11-27,405.57,405.57,0
3689,402,2024-12-27,405.57,405.57,0
3690,402,2025-01-24,405.57,405.57,0
3691,402,2025-02-22,405.57,405.57,0
3692,402,2025-03-22,405.57,405.57,0
3693,402,2025-04-23,405.57,405.57,0
3694,402,2025-05-28,405.57,405.57,0
3695,402,2025-06-22,405.57,405.57,0
3696,402,2025-07-25,405.57,405.57,0
3697,402,2025-08-25,405.57,405.57,0
3698,402,2025-09-25,405.57,405.57,0
3699,402,2025-10-23,405.57,405.57,0
3700,403,2025-04-27,191.16,191.16,0
3701,403,2025-08-01,191.16,9.88,65
3702,403,2025-06-28,191.16,191.16,0
3703,403,2025-07-26,191.16,191.16,0
3704,403,2025-08-25,191.16,191.16,0
3705,403,2025-12-03,191.16,58.32,69
3706,403,2025-10-24,191.16,191.16,0
3707,403,2025-11-25,191.16,191.16,0
3708,403,2025-12-28,191.16,191.16,0
3709,405,2024-07-25,1538.94,1538.94,0
3710,405,2024-08-24,1538.94,1538.94,0
3711,405,2024-09-28,1538.94,1538.94,0
3712,405,2024-10-22,1538.94,1538.94,0
3713,405,2024-11-28,1538.94,1538.94,0
3714,405,2024-12-22,1538.94,1538.94,0
3715,405,2025-01-22,1538.94,1538.94,0
3716,405,2025-02-24,1538.94,1538.94,0
3717,405,2025-03-24,1538.94,1538.94,0
3718,405,2025-04-23,1538.94,1538.94,0
3719,405,2025-05-23,1538.94,1538.94,0
3720,405,2025-06-28,1538.94,1538.94,0
3721,405,2025-07-23,1538.94,1538.94,0
3722,405,2025-08-25,1538.94,1538.94,0
3723,405,2025-09-27,1538.94,1538.94,0
3724,405,2025-10-22,1538.94,1538.94,0
3725,405,2025-11-26,1538.94,1538.94,0
3726,405,2025-12-26,1538.94,1538.94,0
3727,406,2025-03-27,320.62,320.62,0
3728,406,2025-04-28,320.62,320.62,0
3729,406,2025-05-24,320.62,320.62,0
3730,406,2025-06-27,320.62,320.62,0
3731,406,2025-07-27,320.62,320.62,0
3732,406,2025-08-24,320.62,320.62,0
3733,406,2025-09-25,320.62,320.62,0
3734,406,2025-10-22,320.62,320.62,0
3735,406,2025-12-10,320.62,292.52,14
3736,406,2025-12-23,320.62,320.62,0
3737,407,2025-07-17,233.45,214.89,51
3738,407,2025-06-26,233.45,233.45,0
3739,407,2025-07-22,233.45,233.45,0
3740,407,2026-01-06,233.45,36.62,135
3741,407,2025-09-24,233.45,233.45,0
3742,407,2025-10-23,233.45,233.45,0
3743,407,2025-11-28,233.45,233.45,0
3744,407,2025-12-28,233.45,233.45,0
3745,408,2025-05-24,865.57,865.57,0
3746,408,2025-06-28,865.57,865.57,0
3747,408,2025-07-25,865.57,865.57,0
3748,408,2025-08-26,865.57,865.57,0
3749,408,2025-09-23,865.57,865.57,0
3750,408,2025-10-22,865.57,865.57,0
3751,408,2025-11-23,865.57,865.57,0
3752,408,2025-12-22,865.57,865.57,0
3753,409,2025-11-27,528.72,528.72,0
3754,409,2025-12-25,528.72,528.72,0
3755,410,2025-06-25,110.24,110.24,0
3756,410,2025-07-25,110.24,110.24,0
3757,410,2025-08-27,110.24,110.24,0
3758,410,2025-09-28,110.24,110.24,0
3759,410,2025-10-28,110.24,110.24,0
3760,410,2025-11-24,110.24,110.24,0
3761,410,2025-12-25,110.24,110.24,0
3762,411,2024-10-27,962.99,962.99,0
3763,411,2024-11-26,962.99,962.99,0
3764,411,2024-12-28,962.99,962.99,0
3765,411,2025-01-22,962.99,962.99,0
3766,411,2025-02-25,962.99,962.99,0
3767,411,2025-03-27,962.99,962.99,0
3768,411,2025-04-28,962.99,962.99,0
3769,411,2025-05-23,962.99,962.99,0
3770,411,2025-06-24,962.99,962.99,0
3771,411,2025-07-26,962.99,962.99,0
3772,411,2025-08-24,962.99,962.99,0
3773,411,2025-09-25,962.99,962.99,0
3774,411,2025-10-22,962.99,962.99,0
3775,412,2025-01-23,3121.51,3121.51,0
3776,412,2025-02-27,3121.51,3121.51,0
3777,412,2025-03-25,3121.51,3121.51,0
3778,412,2025-04-25,3121.51,3121.51,0
3779,412,2025-07-06,3121.51,3008.2,39
3780,412,2025-06-25,3121.51,3121.51,0
3781,412,2025-07-22,3121.51,3121.51,0
3782,412,2025-08-22,3121.51,3121.51,0
3783,412,2025-09-22,3121.51,3121.51,0
3784,412,2025-10-27,3121.51,3121.51,0
3785,412,2025-11-22,3121.51,3121.51,0
3786,412,2025-12-23,3121.51,3121.51,0
3787,413,2025-12-22,728.76,728.76,0
3788,414,2025-03-23,203.72,203.72,0
3789,414,2025-06-24,203.72,188.08,57
3790,414,2025-05-23,203.72,203.72,0
3791,414,2025-06-27,203.72,203.72,0
3792,414,2025-07-24,203.72,203.72,0
3793,414,2025-09-27,203.72,189.5,32
3794,414,2025-09-28,203.72,203.72,0
3795,414,2025-10-26,203.72,203.72,0
3796,414,2025-12-17,203.72,165.19,22
3797,414,2025-12-22,203.72,203.72,0
3798,415,2025-06-24,120.72,120.72,0
3799,415,2025-07-27,120.72,120.72,0
3800,415,2025-08-25,120.72,120.72,0
3801,415,2025-09-22,120.72,120.72,0
3802,415,2025-10-22,120.72,120.72,0
3803,415,2025-11-23,120.72,120.72,0
3804,415,2025-12-22,120.72,120.72,0
3805,416,2025-09-22,211.71,211.71,0
3806,416,2025-10-26,211.71,211.71,0
3807,416,2025-11-26,211.71,211.71,0
3808,416,2025-12-24,211.71,211.71,0
3809,417,2024-07-27,210.43,210.43,0
3810,417,2024-08-25,210.43,210.43,0
3811,417,2024-10-01,210.43,189.58,8
3812,417,2025-02-14,210.43,74.98,114
3813,417,2024-11-24,210.43,210.43,0
3814,417,2025-06-05,210.43,83.42,159
3815,417,2025-01-22,210.43,210.43,0
3816,417,2025-02-27,210.43,210.43,0
3817,417,2025-03-27,210.43,210.43,0
3818,417,2025-05-22,210.43,189.37,25
3819,417,2025-05-23,210.43,210.43,0
3820,417,2025-06-24,210.43,210.43,0
3821,417,2025-07-27,210.43,210.43,0
3822,417,2025-08-25,210.43,210.43,0
3823,417,2025-09-27,210.43,210.43,0
