loan_id,customer_id,branch_id,loan_type,loan_amount,interest_rate,term_months,issue_date,maturity_date,outstanding_balance,loan_status
687,1250,5,Agriculture Loan,2513.38,12.7,24,2025-04-03,2027-04-03,1514.53,Current
688,1251,2,Housing Loan,75783.8,8.25,180,2025-03-04,2040-03-04,68913.14,Current
689,1252,6,Vehicle Loan,5348.9,12.87,48,2025-06-29,2029-06-29,4610.25,Current
690,1258,15,Vehicle Loan,4555.62,13.73,36,2024-08-01,2027-08-01,2361.9,Past Due
691,1261,12,Agriculture Loan,4636.8,13.82,24,2026-01-01,2028-01-01,4484.34,Current
692,1262,3,Agriculture Loan,2026.22,12.13,24,2025-04-29,2027-04-29,1337.31,Past Due
693,1263,4,SME Loan,14376.6,13.22,24,2024-04-22,2026-04-22,2511.38,Current
694,1264,15,Agriculture Loan,2027.86,9.73,36,2025-02-18,2028-02-18,1454.23,Past Due
695,1265,9,Vehicle Loan,22578.05,11.53,60,2024-04-03,2029-04-03,14445.53,Past Due
696,1266,7,SME Loan,32646.74,12.08,48,2025-06-18,2029-06-18,28870.63,Current
697,1267,13,Personal Loan,11597.32,15.3,60,2024-01-21,2029-01-21,7001.53,Defaulted
698,1271,4,Housing Loan,11335.18,9.15,240,2024-09-28,2044-09-28,10798.98,Past Due
699,1272,8,Vehicle Loan,3701.46,13.35,36,2024-09-28,2027-09-28,2073.08,Current
700,1274,15,Personal Loan,15316.99,15.97,60,2024-07-13,2029-07-13,10590.82,Current
701,1275,5,Housing Loan,75830.93,9.3,216,2025-10-18,2043-10-18,76456.61,Current
702,1278,4,Vehicle Loan,8376.74,13.58,36,2025-02-04,2028-02-04,5697.71,Current
703,1280,11,Vehicle Loan,15370.64,13.96,36,2025-04-24,2028-04-24,12114.66,Past Due
704,1281,16,Personal Loan,9794.01,14.85,36,2025-06-22,2028-06-22,8496.64,Current
705,1282,7,Housing Loan,94370.69,8.23,144,2025-05-31,2037-05-31,85717.17,Current
706,1283,9,Agriculture Loan,1807.12,12.26,24,2025-03-23,2027-03-23,1167.36,Current
707,1284,7,Vehicle Loan,12736.79,11.56,36,2026-01-04,2029-01-04,12113.19,Current
708,1287,3,Housing Loan,14997.65,9.69,108,2026-01-17,2035-01-17,14354.45,Current
709,1289,9,SME Loan,32511.92,10.29,72,2025-08-11,2031-08-11,31617.57,Current
710,1290,4,Personal Loan,9503.13,13.37,48,2025-06-06,2029-06-06,8051.42,Past Due
711,1291,11,Housing Loan,15627.87,10.36,96,2024-12-22,2032-12-22,14237.6,Past Due
712,1292,8,Vehicle Loan,10968.46,12.09,48,2024-11-04,2028-11-04,7543.96,Current
713,1293,3,Personal Loan,6324.6,17.35,24,2025-05-15,2027-05-15,4645.17,Current
714,1294,5,Agriculture Loan,4883.49,13.52,36,2026-01-28,2029-01-28,5007.74,Current
715,1296,11,Vehicle Loan,5582.19,12.92,24,2025-06-14,2027-06-14,4059.07,Current
716,1298,17,Housing Loan,57114.62,8.42,96,2025-03-27,2033-03-27,50678.85,Current
717,1302,2,Housing Loan,27571.25,8.39,216,2025-06-11,2043-06-11,26576.32,Past Due
718,1304,18,Personal Loan,26397.08,15.7,36,2025-04-28,2028-04-28,20913.04,Current
719,1305,4,Housing Loan,25148.98,11.99,216,2024-04-06,2042-04-06,21714.85,Current
720,1311,10,Agriculture Loan,5901.81,13.53,24,2024-05-12,2026-05-12,1251.78,Past Due
721,1312,18,Housing Loan,52027.25,10.45,240,2025-08-25,2045-08-25,50550.06,Current
722,1319,7,Agriculture Loan,1374.69,13.77,12,2025-03-18,2026-03-18,339.63,Past Due
723,1321,1,Agriculture Loan,2796.2,12.05,48,2025-09-02,2029-09-02,2496.46,Current
724,1322,16,SME Loan,20694.4,14.47,84,2024-10-15,2031-10-15,17001.15,Current
725,1325,3,Vehicle Loan,6672.22,13.73,60,2025-04-18,2030-04-18,5798.22,Current
726,1326,4,Vehicle Loan,6521.31,12.74,48,2024-08-06,2028-08-06,4419.88,Current
727,1328,3,SME Loan,105108.99,14.43,72,2025-03-31,2031-03-31,91630.32,Past Due
728,1330,1,Vehicle Loan,7715.25,10.57,60,2025-04-23,2030-04-23,6958.87,Current
729,1331,10,Vehicle Loan,4693.58,13.03,36,2024-12-25,2027-12-25,3200.05,Past Due
730,1334,3,Vehicle Loan,11980.66,13.77,60,2024-08-23,2029-08-23,8976.07,Current
731,1336,8,Housing Loan,24931.39,9.4,96,2025-10-24,2033-10-24,25255.47,Current
732,1337,5,Housing Loan,24609.29,8.63,120,2025-03-27,2035-03-27,23427.9,Current
733,1338,9,SME Loan,28828.85,12.0,72,2024-06-30,2030-06-30,22430.27,Current
734,1340,2,Vehicle Loan,18319.41,10.99,36,2025-01-10,2028-01-10,12807.57,Current
735,1344,3,Vehicle Loan,9034.54,13.93,24,2025-02-18,2027-02-18,5139.06,Current
736,1346,17,Vehicle Loan,7424.06,12.57,36,2025-06-13,2028-06-13,5896.35,Current
737,1349,7,Personal Loan,5261.76,16.29,60,2024-10-11,2029-10-11,3949.07,Current
738,1350,7,Personal Loan,9401.56,12.99,12,2025-01-24,2026-01-24,800.11,Current
739,1351,13,Agriculture Loan,3569.87,12.93,12,2024-11-02,2025-11-02,0.0,Closed
740,1352,4,Vehicle Loan,16208.33,14.21,60,2024-12-11,2029-12-11,12989.67,Current
741,1353,7,Vehicle Loan,11745.68,10.58,60,2025-11-16,2030-11-16,11043.03,Current
742,1354,11,Vehicle Loan,17221.13,13.99,24,2025-04-08,2027-04-08,11622.57,Current
743,1355,7,Personal Loan,7933.51,17.77,36,2023-07-16,2026-07-16,1506.24,Current
744,1359,13,Housing Loan,50086.36,8.04,144,2025-04-16,2037-04-16,45739.45,Current
745,1363,9,Vehicle Loan,5679.14,14.96,48,2024-09-16,2028-09-16,3813.64,Current
746,1364,18,Housing Loan,31880.25,10.62,132,2025-06-12,2036-06-12,29359.15,Current
747,1365,2,Vehicle Loan,10125.71,11.32,24,2025-09-11,2027-09-11,8994.71,Current
748,1366,10,SME Loan,44482.61,12.75,72,2024-10-28,2030-10-28,35998.23,Current
749,1370,1,Vehicle Loan,21207.17,10.78,24,2025-06-20,2027-06-20,15492.88,Current
750,1371,10,Housing Loan,25764.79,10.48,168,2026-01-28,2040-01-28,25856.11,Defaulted
751,1373,8,Vehicle Loan,14067.71,13.78,36,2025-12-17,2028-12-17,14068.93,Current
752,1375,7,Housing Loan,27745.63,10.67,180,2024-04-16,2039-04-16,25772.69,Current
753,1376,1,Housing Loan,57045.53,11.85,192,2025-05-27,2041-05-27,55409.2,Past Due
754,1379,7,Vehicle Loan,6468.87,10.59,48,2025-01-02,2029-01-02,4851.01,Current
755,1385,10,SME Loan,33104.64,10.72,60,2025-02-16,2030-02-16,28259.91,Non-Performing
756,1388,2,Agriculture Loan,2137.66,13.39,12,2025-06-03,2026-06-03,856.56,Non-Performing
757,1389,6,Personal Loan,3981.1,14.74,24,2025-10-20,2027-10-20,3829.65,Current
758,1391,13,Agriculture Loan,1215.15,10.1,48,2024-10-21,2028-10-21,884.77,Defaulted
759,1392,6,Agriculture Loan,7618.77,10.96,24,2025-05-02,2027-05-02,5044.56,Current
760,1394,13,Personal Loan,6588.87,12.17,24,2025-02-02,2027-02-02,3678.96,Past Due
761,1396,3,Personal Loan,4315.79,14.41,12,2025-03-30,2026-03-30,1049.41,Current
762,1397,4,SME Loan,15632.63,15.51,24,2024-04-27,2026-04-27,2686.43,Current
763,1399,3,Vehicle Loan,3021.37,14.28,24,2026-01-14,2028-01-14,3043.34,Current
764,1400,10,Vehicle Loan,3874.1,12.46,60,2025-11-17,2030-11-17,3896.86,Current
765,1401,9,Personal Loan,4114.33,15.64,48,2025-01-14,2029-01-14,3183.37,Current
766,1402,17,SME Loan,88749.36,13.32,84,2025-04-14,2032-04-14,79731.98,Non-Performing
767,1406,17,Personal Loan,11429.15,14.21,60,2025-04-01,2030-04-01,9482.76,Non-Performing
768,1408,3,Agriculture Loan,1275.7,10.93,48,2025-05-14,2029-05-14,1041.27,Current
769,1410,1,Personal Loan,4043.74,12.4,24,2024-07-25,2026-07-25,1183.53,Current
770,1411,7,Personal Loan,5909.99,16.35,48,2025-09-06,2029-09-06,5400.39,Non-Performing
771,1412,3,Vehicle Loan,7405.97,12.23,24,2025-04-29,2027-04-29,5006.52,Current
772,1415,4,SME Loan,38072.92,15.51,72,2025-08-12,2031-08-12,35448.8,Current
773,1416,11,Vehicle Loan,3135.22,10.49,48,2024-11-27,2028-11-27,2384.74,Current
774,1417,11,Vehicle Loan,6211.13,12.85,36,2024-06-05,2027-06-05,2921.36,Current
775,1420,7,Vehicle Loan,12835.61,11.96,60,2025-05-10,2030-05-10,11572.57,Current
776,1421,6,Vehicle Loan,7247.7,10.18,36,2025-10-05,2028-10-05,6954.96,Current
777,1424,8,Vehicle Loan,3398.84,13.05,48,2025-08-14,2029-08-14,3020.53,Current
778,1425,9,Personal Loan,21366.69,16.73,36,2025-04-25,2028-04-25,16628.37,Current
779,1426,10,SME Loan,31361.87,11.12,36,2025-02-17,2028-02-17,22174.37,Current
780,1428,3,Housing Loan,38396.72,9.53,192,2025-06-04,2041-06-04,37120.36,Current
781,1430,12,Housing Loan,127324.96,9.75,132,2025-06-28,2036-06-28,117234.25,Current
782,1430,12,SME Loan,66976.95,12.91,24,2025-06-28,2027-06-28,52281.87,Current
783,1432,2,Personal Loan,4872.8,12.45,24,2025-03-12,2027-03-12,3065.57,Current
784,1433,7,Housing Loan,26354.57,8.15,84,2025-07-23,2032-07-23,25870.38,Non-Performing
785,1435,13,Vehicle Loan,8273.21,14.17,24,2024-02-16,2026-02-16,717.89,Non-Performing
786,1437,9,Vehicle Loan,9525.17,11.23,36,2025-12-19,2028-12-19,9100.64,Current
787,1439,4,SME Loan,15603.45,10.45,84,2023-08-25,2030-08-25,10362.06,Current
788,1440,9,Vehicle Loan,6264.98,10.13,24,2024-03-12,2026-03-12,795.37,Current
789,1441,18,Housing Loan,26339.16,9.07,204,2026-01-04,2043-01-04,27231.08,Current
790,1442,9,SME Loan,21307.17,12.01,84,2025-12-31,2032-12-31,22220.24,Past Due
791,1444,1,Personal Loan,11215.6,16.83,48,2026-01-29,2030-01-29,11737.29,Current
792,1445,13,Vehicle Loan,9262.14,10.81,48,2025-10-02,2029-10-02,8850.93,Current
793,1446,10,Agriculture Loan,5824.69,9.78,36,2025-08-10,2028-08-10,4997.68,Current
794,1447,4,Agriculture Loan,2786.98,12.53,36,2025-05-14,2028-05-14,2217.79,Non-Performing
795,1448,3,Agriculture Loan,4693.95,11.99,24,2023-11-07,2025-11-07,0.0,Closed
796,1449,7,Housing Loan,58169.37,11.83,132,2025-11-30,2036-11-30,59150.4,Current
797,1450,4,Vehicle Loan,23124.29,10.75,36,2025-05-17,2028-05-17,19337.26,Current
798,1452,18,Vehicle Loan,8098.67,13.19,60,2025-05-28,2030-05-28,7288.9,Current
799,1455,10,Vehicle Loan,10414.72,12.5,36,2026-01-06,2029-01-06,10423.02,Current
800,1456,2,Personal Loan,9788.63,15.12,48,2025-10-05,2029-10-05,9248.51,Current
801,1457,18,Housing Loan,72975.31,10.81,156,2024-11-16,2037-11-16,68257.45,Current
802,1458,12,Vehicle Loan,16977.23,11.48,48,2025-05-20,2029-05-20,14799.73,Current
803,1461,17,SME Loan,45608.39,11.65,84,2025-01-16,2032-01-16,38195.7,Current
804,1463,3,SME Loan,24372.01,13.61,24,2025-04-14,2027-04-14,16340.4,Current
805,1464,6,Personal Loan,6168.61,12.01,24,2025-10-06,2027-10-06,5781.36,Defaulted
806,1465,8,Housing Loan,25536.81,8.85,180,2024-09-10,2039-09-10,24454.61,Current
807,1466,9,Personal Loan,9823.24,14.7,24,2025-11-07,2027-11-07,9264.48,Current
808,1470,4,Personal Loan,7150.65,12.14,24,2024-08-24,2026-08-24,2296.9,Current
809,1471,9,Personal Loan,9067.24,17.5,12,2024-10-18,2025-10-18,0.0,Closed
810,1473,18,Housing Loan,63014.49,9.98,192,2025-06-20,2041-06-20,59370.26,Current
811,1475,6,Personal Loan,10191.73,16.56,48,2024-01-14,2028-01-14,5187.99,Current
812,1477,11,Personal Loan,3991.73,16.34,60,2025-02-14,2030-02-14,3405.89,Current
813,1478,1,Personal Loan,17901.24,17.13,36,2025-05-25,2028-05-25,14948.58,Current
814,1481,17,SME Loan,41865.86,10.69,24,2025-09-07,2027-09-07,35705.14,Current
815,1483,7,SME Loan,31386.63,15.21,72,2025-11-23,2031-11-23,30191.01,Current
816,1484,18,Vehicle Loan,27970.63,14.96,36,2025-03-19,2028-03-19,20265.7,Current
817,1485,11,Housing Loan,35349.55,9.89,144,2025-06-08,2037-06-08,33290.55,Current
818,1488,15,Personal Loan,12889.92,17.66,24,2026-01-06,2028-01-06,13259.07,Current
819,1489,2,Personal Loan,6305.2,16.51,24,2024-02-22,2026-02-22,533.38,Current
820,1490,7,Personal Loan,1768.02,17.81,24,2025-04-07,2027-04-07,1160.11,Defaulted
821,1492,8,Personal Loan,12922.31,15.08,12,2025-04-15,2026-04-15,4395.58,Current
822,1493,5,Agriculture Loan,7436.06,9.86,24,2025-03-19,2027-03-19,4760.41,Non-Performing
823,1494,3,Personal Loan,5746.0,15.11,60,2025-06-25,2030-06-25,5202.17,Current
824,1495,18,SME Loan,32810.72,15.18,48,2024-06-28,2028-06-28,19809.32,Current
825,1497,3,Housing Loan,29194.84,8.92,228,2024-09-22,2043-09-22,28485.94,Current
826,1500,6,Housing Loan,39056.81,10.01,168,2025-11-30,2039-11-30,38950.43,Current
827,1502,11,Housing Loan,42114.31,10.5,96,2024-11-21,2032-11-21,38085.76,Current
828,1505,7,Housing Loan,38623.1,9.03,144,2024-11-09,2036-11-09,35184.42,Current
829,1507,16,Agriculture Loan,4249.7,13.02,48,2025-06-29,2029-06-29,3631.99,Current
830,1508,5,Vehicle Loan,5585.04,10.57,24,2025-06-29,2027-06-29,4023.58,Past Due
831,1509,4,Personal Loan,5447.64,12.65,24,2025-01-09,2027-01-09,2953.61,Current
832,1512,16,Personal Loan,21582.39,17.11,36,2025-05-26,2028-05-26,16991.75,Current
833,1513,11,Personal Loan,15206.82,12.08,24,2025-06-17,2027-06-17,11064.77,Current
834,1515,2,Vehicle Loan,3160.39,12.9,60,2026-01-24,2031-01-24,3040.94,Current
835,1518,2,Vehicle Loan,22193.3,14.09,24,2024-11-11,2026-11-11,9765.01,Current
836,1520,7,SME Loan,57923.63,15.5,36,2025-01-08,2028-01-08,40906.35,Current
837,1521,12,Vehicle Loan,6053.28,13.0,36,2025-05-16,2028-05-16,4794.55,Past Due
838,1522,13,Vehicle Loan,11332.38,14.25,60,2024-09-07,2029-09-07,8291.3,Current
839,1524,6,Personal Loan,10708.09,15.06,24,2026-01-17,2028-01-17,10319.6,Current
840,1528,16,Personal Loan,13109.53,15.96,36,2025-01-17,2028-01-17,8851.38,Current
841,1531,9,Vehicle Loan,21194.22,12.38,48,2024-12-24,2028-12-24,16401.38,Current
842,1532,14,Vehicle Loan,5073.65,10.62,36,2025-02-14,2028-02-14,3709.38,Defaulted
843,1534,18,Agriculture Loan,2536.29,11.29,36,2025-04-27,2028-04-27,1993.58,Current
844,1535,7,Housing Loan,45280.05,11.43,228,2024-11-21,2043-11-21,44146.49,Current
845,1539,4,Vehicle Loan,7448.3,11.9,36,2024-10-22,2027-10-22,4501.42,Current
846,1540,9,Housing Loan,66726.61,11.01,72,2025-07-15,2031-07-15,64291.42,Current
847,1541,6,Housing Loan,51970.34,11.91,84,2024-11-08,2031-11-08,43188.87,Current
848,1542,6,Personal Loan,16294.22,12.05,12,2025-06-20,2026-06-20,8168.18,Current
849,1544,2,Agriculture Loan,3250.36,10.35,12,2025-05-13,2026-05-13,1297.64,Past Due
850,1547,7,Vehicle Loan,12670.71,10.22,24,2025-04-27,2027-04-27,8292.77,Current
851,1549,11,Housing Loan,44410.76,11.28,108,2025-06-29,2034-06-29,41795.38,Defaulted
852,1550,17,Agriculture Loan,3945.85,10.93,48,2025-02-04,2029-02-04,3109.39,Current
853,1551,11,Vehicle Loan,4243.55,10.3,48,2024-10-04,2028-10-04,2981.41,Past Due
854,1553,3,Housing Loan,83030.77,9.31,72,2025-03-12,2031-03-12,73055.31,Current
855,1554,14,Agriculture Loan,6059.78,9.79,36,2025-03-06,2028-03-06,4323.81,Past Due
856,1556,4,Housing Loan,26886.57,11.8,180,2025-08-19,2040-08-19,25725.96,Current
857,1557,5,Housing Loan,12355.14,10.01,132,2025-10-19,2036-10-19,11709.83,Defaulted
858,1561,8,Personal Loan,2505.13,12.2,48,2025-05-16,2029-05-16,2217.1,Current
859,1563,3,Agriculture Loan,2157.98,12.09,12,2024-07-24,2025-07-24,0.0,Closed
860,1564,18,Agriculture Loan,6260.29,13.92,36,2025-06-04,2028-06-04,5155.38,Current
861,1567,9,Vehicle Loan,6573.25,11.11,24,2024-09-17,2026-09-17,2587.13,Current
862,1570,12,Personal Loan,10189.4,14.02,12,2025-03-22,2026-03-22,2448.6,Current
863,1572,7,Personal Loan,14349.11,13.95,36,2025-12-16,2028-12-16,13693.96,Current
864,1573,1,Housing Loan,28911.95,10.72,132,2025-04-04,2036-04-04,26203.68,Current
865,1575,2,Vehicle Loan,10081.15,13.39,36,2025-06-05,2028-06-05,8315.08,Current
866,1578,16,SME Loan,57326.06,11.59,72,2025-03-04,2031-03-04,48484.33,Current
867,1578,16,Housing Loan,43743.03,8.62,72,2024-10-09,2030-10-09,35596.36,Non-Performing
868,1579,9,Vehicle Loan,21935.92,13.48,48,2025-10-16,2029-10-16,21688.53,Current
869,1582,6,Housing Loan,43100.5,10.41,192,2025-10-01,2041-10-01,43486.59,Past Due
870,1584,7,Personal Loan,8303.56,13.68,48,2025-05-23,2029-05-23,7035.97,Current
871,1585,8,Personal Loan,4765.12,13.01,36,2025-12-28,2028-12-28,4674.09,Defaulted
872,1586,18,Housing Loan,28961.97,10.3,192,2023-11-04,2039-11-04,26055.53,Current
873,1587,2,Vehicle Loan,16033.05,11.35,36,2025-05-29,2028-05-29,13040.25,Current
874,1594,4,Vehicle Loan,5512.21,10.6,60,2025-06-18,2030-06-18,4855.92,Current
875,1595,4,Housing Loan,44280.5,11.64,108,2026-01-25,2035-01-25,43819.95,Current
876,1596,18,Housing Loan,19643.25,10.15,216,2025-12-17,2043-12-17,20180.71,Current
877,1597,8,Personal Loan,5805.0,17.71,24,2025-01-26,2027-01-26,3049.02,Past Due
878,1601,18,Housing Loan,51474.19,9.27,204,2025-09-03,2042-09-03,48457.99,Current
879,1602,16,Vehicle Loan,17702.45,11.29,24,2025-12-28,2027-12-28,18228.02,Current
880,1604,6,Vehicle Loan,6632.08,13.71,60,2024-08-21,2029-08-21,4877.42,Past Due
881,1605,2,Vehicle Loan,16164.26,14.06,24,2025-04-08,2027-04-08,10316.69,Defaulted
882,1606,18,Housing Loan,25696.23,8.97,192,2025-10-13,2041-10-13,24226.51,Current
883,1607,6,Housing Loan,23604.93,11.92,240,2025-10-10,2045-10-10,22472.96,Current
884,1608,9,SME Loan,28964.8,13.67,36,2025-06-25,2028-06-25,23437.16,Current
885,1609,18,Vehicle Loan,10320.89,13.13,24,2024-03-22,2026-03-22,1345.15,Current
886,1610,3,SME Loan,54112.92,11.39,24,2024-05-18,2026-05-18,11077.13,Current
887,1612,10,Vehicle Loan,5007.4,11.85,60,2025-04-05,2030-04-05,4408.12,Current
888,1613,1,SME Loan,58773.41,12.44,48,2025-04-23,2029-04-23,46831.77,Current
889,1618,12,Agriculture Loan,2960.42,12.33,36,2025-07-15,2028-07-15,2556.85,Past Due
890,1619,10,Vehicle Loan,8501.32,14.97,24,2025-01-20,2027-01-20,4760.94,Current
891,1620,1,SME Loan,18738.85,13.8,72,2025-06-26,2031-06-26,16629.53,Current
892,1621,15,Agriculture Loan,3424.66,11.87,36,2025-09-02,2028-09-02,2972.14,Current
893,1622,18,Vehicle Loan,17712.32,11.17,60,2025-10-04,2030-10-04,17245.02,Current
894,1623,1,Agriculture Loan,5676.32,9.22,48,2025-04-08,2029-04-08,4563.45,Non-Performing
895,1624,3,Vehicle Loan,5796.53,12.66,48,2025-05-22,2029-05-22,5045.29,Current
896,1628,10,Agriculture Loan,2438.97,9.03,48,2025-08-15,2029-08-15,2188.96,Defaulted
897,1629,7,Vehicle Loan,12528.61,14.26,36,2026-01-06,2029-01-06,12736.07,Current
898,1632,2,SME Loan,49195.24,14.06,36,2025-06-30,2028-06-30,41862.59,Current
899,1635,11,Vehicle Loan,15379.41,13.62,60,2025-06-12,2030-06-12,13981.12,Current
900,1638,8,Housing Loan,25343.06,11.23,84,2025-07-27,2032-07-27,23103.02,Current
901,1639,6,Vehicle Loan,19777.2,12.25,24,2025-06-22,2027-06-22,14710.4,Current
902,1640,12,Agriculture Loan,2970.61,11.67,24,2024-02-22,2026-02-22,253.38,Current
903,1641,4,Agriculture Loan,3167.69,9.58,12,2025-05-03,2026-05-03,1030.43,Current
904,1643,2,Vehicle Loan,11281.44,10.34,24,2024-12-24,2026-12-24,5450.6,Current
905,1644,9,Housing Loan,42936.98,10.22,108,2023-09-17,2032-09-17,31013.39,Past Due
906,1647,7,Housing Loan,45516.78,9.38,228,2026-01-16,2045-01-16,45072.21,Current
907,1648,3,SME Loan,24455.76,11.04,48,2025-03-01,2029-03-01,19668.15,Current
908,1650,10,Vehicle Loan,4289.66,13.58,48,2025-05-01,2029-05-01,3466.81,Current
909,1651,18,Personal Loan,6221.76,15.96,48,2024-05-28,2028-05-28,3643.15,Defaulted
910,1654,7,Agriculture Loan,4106.04,9.98,12,2025-03-29,2026-03-29,1012.61,Current
911,1655,3,SME Loan,55504.34,15.08,84,2025-10-25,2032-10-25,55917.01,Current
912,1659,1,Housing Loan,17565.47,11.15,240,2025-09-18,2045-09-18,17958.93,Current
913,1660,9,Housing Loan,38775.58,8.2,120,2025-11-23,2035-11-23,36725.76,Non-Performing
914,1662,4,Personal Loan,3700.17,12.13,48,2024-10-27,2028-10-27,2654.74,Non-Performing
915,1663,7,Personal Loan,5786.17,17.51,60,2025-10-02,2030-10-02,5612.22,Current
916,1664,10,Housing Loan,17926.94,10.45,180,2025-04-11,2040-04-11,16544.76,Current
917,1668,6,Vehicle Loan,14284.11,12.87,60,2025-06-15,2030-06-15,13278.56,Current
918,1672,9,Vehicle Loan,6202.3,13.22,60,2026-01-05,2031-01-05,6437.39,Current
919,1673,18,Vehicle Loan,9219.18,10.36,36,2025-04-07,2028-04-07,7089.32,Current
920,1674,15,Vehicle Loan,19384.98,13.09,36,2025-04-15,2028-04-15,15787.09,Current
921,1675,3,Personal Loan,18279.69,12.22,12,2025-10-09,2026-10-09,15584.52,Current
922,1678,3,Personal Loan,10262.26,14.56,24,2025-09-15,2027-09-15,8854.82,Current
923,1679,16,Vehicle Loan,9706.07,13.21,60,2025-06-12,2030-06-12,8776.36,Current
924,1682,4,Housing Loan,23441.62,9.26,192,2024-12-08,2040-12-08,21458.57,Current
925,1683,12,Housing Loan,51021.95,11.81,84,2025-03-13,2032-03-13,46504.78,Current
926,1684,9,Housing Loan,38566.94,10.62,168,2024-08-03,2038-08-03,35785.28,Current
927,1685,15,Vehicle Loan,18939.89,13.92,24,2024-04-11,2026-04-11,3264.08,Current
928,1687,3,Agriculture Loan,2459.52,9.73,48,2024-07-10,2028-07-10,1564.7,Current
929,1688,16,SME Loan,45634.78,15.67,36,2024-11-04,2027-11-04,28025.71,Current
930,1689,9,Housing Loan,60227.87,9.04,96,2025-01-02,2033-01-02,54572.5,Past Due
931,1691,9,Personal Loan,12784.58,13.92,48,2025-06-29,2029-06-29,10912.18,Current
932,1692,7,Agriculture Loan,3515.35,9.07,36,2024-04-13,2027-04-13,1517.3,Past Due
933,1694,11,Vehicle Loan,14630.76,12.97,48,2025-06-13,2029-06-13,13285.36,Current
934,1696,7,Agriculture Loan,4268.09,9.99,12,2025-09-05,2026-09-05,3280.69,Current
935,1699,18,Personal Loan,5610.76,17.57,36,2025-06-18,2028-06-18,4504.6,Current
936,1700,8,Vehicle Loan,11978.73,10.45,36,2025-07-14,2028-07-14,10707.05,Past Due
937,1702,13,Housing Loan,15010.78,8.19,192,2025-04-28,2041-04-28,14346.04,Current
938,1703,18,Housing Loan,54370.9,9.67,120,2024-01-31,2034-01-31,44965.77,Current
939,1704,17,Housing Loan,27678.72,10.61,156,2024-06-04,2037-06-04,25295.01,Non-Performing
940,1705,18,Vehicle Loan,11603.28,10.9,24,2025-10-06,2027-10-06,10293.14,Past Due
941,1706,4,Vehicle Loan,7310.68,11.94,36,2025-02-21,2028-02-21,5240.1,Non-Performing
942,1707,16,Housing Loan,35583.05,11.67,60,2024-07-17,2029-07-17,26241.77,Current
943,1708,6,SME Loan,77040.26,10.96,24,2024-07-29,2026-07-29,23059.31,Current
944,1711,6,Vehicle Loan,10417.26,13.31,48,2025-12-23,2029-12-23,10659.35,Current
945,1712,12,Vehicle Loan,7000.3,13.68,48,2024-08-18,2028-08-18,4705.9,Current
946,1713,8,Vehicle Loan,10627.92,10.3,48,2025-10-03,2029-10-03,10562.33,Current
947,1714,10,Vehicle Loan,3817.53,10.1,60,2023-12-04,2028-12-04,2152.71,Current
948,1715,16,Vehicle Loan,7153.86,13.86,60,2025-01-22,2030-01-22,5601.11,Current
949,1716,1,Housing Loan,79358.68,9.33,192,2025-09-01,2041-09-01,74824.57,Current
950,1718,11,Vehicle Loan,5484.81,13.24,36,2025-06-21,2028-06-21,4585.28,Current
951,1720,4,Vehicle Loan,4638.91,14.42,24,2025-06-09,2027-06-09,3542.88,Non-Performing
952,1721,13,Vehicle Loan,19498.75,11.61,48,2026-01-21,2030-01-21,19095.43,Current
953,1722,6,Vehicle Loan,22015.94,11.48,60,2025-08-21,2030-08-21,21382.84,Defaulted
954,1725,12,Housing Loan,121624.24,9.44,60,2024-07-12,2029-07-12,83050.35,Current
955,1726,17,SME Loan,54799.09,15.08,36,2024-07-20,2027-07-20,28567.14,Current
956,1728,9,Agriculture Loan,5832.3,10.86,36,2026-01-16,2029-01-16,5900.07,Past Due
957,1729,6,Vehicle Loan,9176.52,13.52,48,2025-10-05,2029-10-05,9220.26,Current
958,1730,18,Housing Loan,16646.26,11.59,60,2025-06-28,2030-06-28,14715.92,Past Due
959,1735,2,Agriculture Loan,3994.74,13.04,24,2024-11-26,2026-11-26,1894.01,Current
960,1737,3,Personal Loan,5501.14,12.83,60,2025-07-17,2030-07-17,5245.38,Current
961,1739,9,Agriculture Loan,1980.48,12.51,48,2025-06-25,2029-06-25,1646.72,Current
962,1741,7,Personal Loan,4620.56,12.19,24,2025-05-26,2027-05-26,3336.47,Current
963,1742,7,Vehicle Loan,6716.74,11.93,60,2025-10-14,2030-10-14,6312.64,Current
964,1743,5,SME Loan,40640.21,11.29,36,2025-05-13,2028-05-13,31567.2,Current
965,1746,1,Personal Loan,3736.36,15.92,60,2025-04-28,2030-04-28,3326.13,Current
966,1749,4,Vehicle Loan,5139.36,14.96,36,2025-03-17,2028-03-17,3842.18,Current
967,1750,18,Vehicle Loan,13960.96,14.56,60,2024-12-05,2029-12-05,10883.25,Current
968,1752,3,Vehicle Loan,8532.21,14.17,48,2025-02-12,2029-02-12,6665.93,Current
969,1753,4,Housing Loan,26896.18,8.9,132,2024-07-06,2035-07-06,23995.65,Current
970,1755,6,SME Loan,27812.94,10.96,24,2025-04-12,2027-04-12,18407.39,Current
971,1756,17,Housing Loan,32855.62,9.49,144,2025-11-09,2037-11-09,33538.88,Current
972,1757,10,SME Loan,51217.79,10.27,36,2024-10-09,2027-10-09,31105.04,Current
973,1759,18,Housing Loan,14643.65,9.6,204,2025-07-25,2042-07-25,13950.4,Current
974,1760,9,Vehicle Loan,3000.28,13.27,60,2025-01-25,2030-01-25,2529.45,Current
