snapshot_date,customer_id,account_balance,total_loan_balance,credit_score,risk_category
2024-11-01,2919,7885.99,5312.95,682,Low Risk
2024-11-01,2920,1598.78,0.0,566,Medium Risk
2024-11-01,2928,3861.82,0.0,640,Medium Risk
2024-11-01,2929,4707.84,0.0,720,Low Risk
2024-11-01,2930,22074.09,0.0,771,Very Low Risk
2024-11-01,2932,2338.6,4563.45,670,Low Risk
2024-11-01,2933,1067.92,6.8,658,Low Risk
2024-11-01,2934,3472.42,12045.32,594,Medium Risk
2024-11-01,2935,11638.15,0.0,691,Low Risk
2024-11-01,2938,21364.63,0.0,661,Low Risk
2024-11-01,2939,4884.36,0.0,743,Low Risk
2024-11-01,2940,4968.66,0.0,628,Medium Risk
2024-11-01,2941,12981.44,0.0,651,Low Risk
2024-11-01,2943,134.13,0.0,648,Medium Risk
2024-11-01,2950,3933.97,4357.75,817,Very Low Risk
2024-11-01,2953,3191.59,7415.84,630,Medium Risk
2024-11-01,2954,47929.56,23257.93,623,Medium Risk
2024-11-01,2958,1382.91,0.0,704,Low Risk
2024-11-01,2961,14309.5,5236.82,707,Low Risk
2024-11-01,2962,1919.12,3484.3,572,Medium Risk
2024-11-01,2964,5042.68,0.0,670,Low Risk
2024-11-01,2965,1462.72,0.0,592,Medium Risk
2024-11-01,2966,2129.36,16061.23,749,Low Risk
2024-11-01,2967,1962.8,0.0,743,Low Risk
2024-11-01,2968,1480.83,0.0,682,Low Risk
2024-11-01,2970,8858.65,0.0,652,Low Risk
2024-11-01,2971,110.79,0.0,519,High Risk
2024-11-01,2972,252.67,0.0,530,High Risk
2024-11-01,2973,2416.93,0.0,594,Medium Risk
2024-11-01,2974,3158.42,3490.8,706,Low Risk
2024-11-01,2976,352.02,0.0,455,High Risk
2024-11-01,2977,5352.88,16694.75,711,Low Risk
2024-11-01,2978,1692.0,0.0,575,Medium Risk
2024-11-01,2980,7947.44,5153.68,690,Low Risk
2024-11-01,2981,1506.74,0.0,607,Medium Risk
2024-11-01,2982,1914.94,19184.25,525,High Risk
2024-11-01,2986,27180.29,0.0,846,Very Low Risk
2024-11-01,2987,1965.84,7970.67,738,Low Risk
2024-11-01,2992,1722.82,25174.27,725,Low Risk
2024-11-01,2994,2089.28,4326.8,682,Low Risk
2024-11-01,2996,496.17,0.0,564,Medium Risk
2024-11-01,2997,5111.64,0.0,589,Medium Risk
2024-11-01,2998,1220.69,4509.13,742,Low Risk
2024-11-01,2999,16901.72,89015.69,820,Very Low Risk
2024-11-01,3000,11706.88,13011.98,677,Low Risk
2024-11-01,3002,975.17,13821.94,300,Very High Risk
2024-11-01,3004,7980.81,0.0,645,Medium Risk
2024-11-01,3005,5838.97,0.0,656,Low Risk
2024-11-01,3007,10229.93,62885.97,850,Very Low Risk
2024-11-01,3011,7556.57,27343.96,630,Medium Risk
2024-11-01,3012,9378.5,0.0,599,Medium Risk
2024-11-01,3013,3111.72,4820.37,744,Low Risk
2024-11-01,3015,3362.84,5994.68,692,Low Risk
2024-11-01,3016,1310.95,0.0,676,Low Risk
2024-11-01,3018,5280.41,7281.38,660,Low Risk
2024-11-01,3023,3314.9,15040.29,850,Very Low Risk
2024-11-01,3025,46276.5,0.0,774,Very Low Risk
2024-11-01,3026,7510.68,19663.26,646,Medium Risk
2024-11-01,3032,1108.24,30296.65,645,Medium Risk
2024-11-01,3033,2355.45,1406.15,647,Medium Risk
2024-11-01,3042,1998.37,2779.28,777,Very Low Risk
2024-11-01,3043,1018.74,0.0,667,Low Risk
2024-11-01,3045,3086.09,30205.94,690,Low Risk
2024-11-01,3047,28021.16,0.0,757,Very Low Risk
2024-11-01,3048,2714.21,11438.27,652,Low Risk
2024-11-01,3053,4368.11,3905.88,828,Very Low Risk
2024-11-01,3054,867.87,6879.91,724,Low Risk
2024-11-01,3055,1807.96,16317.48,764,Very Low Risk
2024-11-01,3056,1934.48,17610.38,572,Medium Risk
2024-11-01,3059,3747.64,0.0,661,Low Risk
2024-11-01,3061,1078.3,2991.08,674,Low Risk
2024-11-01,3062,407.79,12007.95,602,Medium Risk
2024-11-01,3063,17066.63,2022.85,696,Low Risk
2024-11-01,3067,2162.33,11947.09,670,Low Risk
2024-11-01,3069,2973.79,204.62,823,Very Low Risk
2024-11-01,3075,1390.11,0.0,688,Low Risk
2024-11-01,3079,17706.75,100431.3,637,Medium Risk
2024-11-01,3081,1521.7,0.0,659,Low Risk
2024-11-01,3084,2760.31,3549.62,662,Low Risk
2024-11-01,3087,1091.66,3381.98,715,Low Risk
2024-11-01,3090,1149.27,10431.39,767,Very Low Risk
2024-11-01,3092,973.63,0.0,546,High Risk
2024-11-01,3094,964.43,0.0,660,Low Risk
2024-11-01,3095,17228.48,0.0,723,Low Risk
2024-11-01,3096,5065.28,0.0,786,Very Low Risk
2024-11-01,3099,1435.19,0.0,628,Medium Risk
2024-11-01,3101,29695.61,9725.24,733,Low Risk
2024-11-01,3102,1275.64,0.0,717,Low Risk
2024-11-01,3103,5389.29,6746.75,670,Low Risk
2024-11-01,3106,20458.8,11155.45,797,Very Low Risk
2024-11-01,3108,15910.32,29580.02,750,Very Low Risk
2024-11-01,3109,3409.54,5211.69,806,Very Low Risk
2024-11-01,3110,23152.92,0.0,721,Low Risk
2024-11-01,3111,1728.8,0.0,701,Low Risk
2024-11-01,3112,11032.83,1624.03,571,Medium Risk
2024-11-01,3114,1148.89,0.0,777,Very Low Risk
2024-11-01,3115,1742.73,0.0,645,Medium Risk
2024-11-01,3118,5943.03,4816.13,589,Medium Risk
2024-11-01,3125,976.2,536.04,637,Medium Risk
2024-11-01,3129,1391.97,30609.54,531,High Risk
2024-11-01,3133,176.69,0.0,629,Medium Risk
2024-11-01,3134,780.23,0.0,617,Medium Risk
2024-11-01,3135,2417.22,3486.6,550,Medium Risk
2024-11-01,3139,862.18,0.0,646,Medium Risk
2024-11-01,3140,5456.04,7519.4,850,Very Low Risk
2024-11-01,3142,11887.61,2517.58,793,Very Low Risk
2024-11-01,3143,1998.41,9709.99,612,Medium Risk
2024-11-01,3144,1250.16,0.0,850,Very Low Risk
2024-11-01,3145,10253.52,0.0,701,Low Risk
2024-11-01,3146,770.89,0.0,701,Low Risk
2024-11-01,3152,2473.99,3625.76,696,Low Risk
2024-11-01,3155,21351.24,120477.88,633,Medium Risk
2024-11-01,3156,1929.36,0.0,679,Low Risk
2024-11-01,3160,846.82,2279.42,587,Medium Risk
2024-11-01,3162,2091.13,5690.81,610,Medium Risk
2024-11-01,3163,1500.65,1896.24,530,High Risk
2024-11-01,3164,5685.56,0.0,742,Low Risk
2024-11-01,3166,1514.74,1853.78,740,Low Risk
2024-11-01,3167,2309.21,0.0,698,Low Risk
2024-11-01,3169,878.58,1584.63,673,Low Risk
2024-11-01,3171,468.11,2254.9,616,Medium Risk
2024-11-01,3173,592.48,0.0,664,Low Risk
2024-11-01,3174,13238.64,0.0,730,Low Risk
2024-11-01,3175,3660.42,8658.22,758,Very Low Risk
2024-11-01,3177,6347.27,32132.3,726,Low Risk
2024-11-01,3179,3551.02,0.0,704,Low Risk
2024-11-01,3184,1131.2,2959.37,692,Low Risk
2024-11-01,3187,2050.58,0.0,757,Very Low Risk
2024-11-01,3188,713.06,5434.81,556,Medium Risk
2024-11-01,3189,40376.56,0.0,677,Low Risk
2024-11-01,3192,11248.27,10927.38,743,Low Risk
2024-11-01,3194,385.04,0.0,501,High Risk
2024-11-01,3198,17521.59,29432.98,612,Medium Risk
2024-11-01,3199,1729.29,0.0,543,High Risk
2024-11-01,3203,4503.42,0.0,680,Low Risk
2024-11-01,3206,3663.61,0.0,850,Very Low Risk
2024-11-01,3208,5480.27,0.0,780,Very Low Risk
2024-11-01,3209,9053.24,11706.76,850,Very Low Risk
2024-11-01,3215,999.54,0.0,665,Low Risk
2024-11-01,3217,3239.53,0.0,573,Medium Risk
2024-11-01,3218,706.75,0.0,633,Medium Risk
2024-11-01,3221,1309.6,0.0,651,Low Risk
2024-11-01,3223,3364.53,12540.36,694,Low Risk
2024-11-01,3226,1988.34,3644.04,635,Medium Risk
2024-11-01,3228,2985.59,0.0,758,Very Low Risk
2024-11-01,3230,8974.48,6314.47,850,Very Low Risk
2024-11-01,3231,155.11,0.0,636,Medium Risk
2024-11-01,3233,3476.68,0.0,741,Low Risk
2024-11-01,3236,2905.26,0.0,764,Very Low Risk
2024-11-01,3237,1897.58,4892.93,768,Very Low Risk
2024-11-01,3239,3143.24,0.0,629,Medium Risk
2024-11-01,3242,275.12,0.0,600,Medium Risk
2024-11-01,3243,807.43,0.0,625,Medium Risk
2024-11-01,3244,13626.78,45900.88,608,Medium Risk
2024-11-01,3245,59.35,0.0,478,High Risk
2024-11-01,3246,1591.01,0.0,583,Medium Risk
2024-11-01,3249,969.95,0.0,649,Medium Risk
2024-11-01,3252,3994.49,32239.92,572,Medium Risk
2024-11-01,3255,7506.08,0.0,604,Medium Risk
2024-11-01,3257,915.93,1744.7,778,Very Low Risk
2024-11-01,3259,3094.12,0.0,777,Very Low Risk
2024-11-01,3260,1334.78,0.0,669,Low Risk
2024-11-01,3264,19583.75,63872.5,580,Medium Risk
2024-11-01,3270,775.37,0.0,636,Medium Risk
2024-11-01,3276,880.38,18596.46,799,Very Low Risk
2024-11-01,3278,1885.17,5494.17,610,Medium Risk
2024-11-01,3283,14988.92,0.0,724,Low Risk
2024-11-01,3284,7073.95,0.0,730,Low Risk
2024-11-01,3286,1793.58,3244.43,679,Low Risk
2024-11-01,3288,2481.65,2909.36,719,Low Risk
2024-11-01,3289,397.01,0.0,637,Medium Risk
2024-11-01,3290,746.98,888.76,651,Low Risk
2024-11-01,3291,8414.12,0.0,814,Very Low Risk
2024-11-01,3293,2804.42,9202.74,849,Very Low Risk
2024-11-01,3294,1655.87,2328.14,722,Low Risk
2024-11-01,3295,1101.36,2928.14,400,Very High Risk
2024-11-01,3296,8897.91,6484.34,578,Medium Risk
2024-11-01,3297,7041.83,13493.03,694,Low Risk
2024-11-01,3298,1256.33,1740.08,683,Low Risk
2024-11-01,3299,1689.68,0.0,609,Medium Risk
2024-11-01,3302,1362.23,17042.59,667,Low Risk
2024-11-01,3303,2154.29,0.0,679,Low Risk
2024-11-01,3308,1241.64,11726.05,623,Medium Risk
2024-11-01,3309,1451.19,17061.48,659,Low Risk
2024-11-01,3310,3460.15,4335.23,794,Very Low Risk
2024-11-01,3311,1551.06,0.0,688,Low Risk
2024-11-01,3312,3757.28,0.0,595,Medium Risk
2024-11-01,3313,2787.83,0.0,726,Low Risk
2024-11-01,3314,5209.31,16601.39,736,Low Risk
2024-11-01,3315,1230.34,2086.37,703,Low Risk
2024-11-01,3317,1041.75,13124.0,581,Medium Risk
2024-11-01,3318,813.77,1606.89,612,Medium Risk
2024-11-01,3321,16481.35,0.0,676,Low Risk
2024-11-01,3323,807.55,1976.01,565,Medium Risk
2024-11-01,3325,1139.49,4095.5,735,Low Risk
2024-11-01,3329,1402.25,0.0,684,Low Risk
2024-11-01,3331,331.42,0.0,593,Medium Risk
2024-11-01,3336,14561.52,0.0,716,Low Risk
2024-11-01,3338,3439.59,4640.09,788,Very Low Risk
2024-11-01,3339,77654.93,0.0,833,Very Low Risk
2024-11-01,3341,5060.8,0.0,757,Very Low Risk
2024-11-01,3345,1579.24,21226.51,608,Medium Risk
2024-11-01,3348,3311.59,13317.09,850,Very Low Risk
2024-11-01,3350,2095.3,7234.24,647,Medium Risk
2024-11-01,3351,2020.2,0.0,782,Very Low Risk
2024-11-01,3354,2431.7,0.0,627,Medium Risk
2024-11-01,3355,4583.17,0.0,633,Medium Risk
2024-11-01,3357,2968.39,0.0,747,Low Risk
2024-11-01,3358,928.58,0.0,691,Low Risk
2024-11-01,3360,11634.83,32698.5,837,Very Low Risk
2024-11-01,3364,14029.62,0.0,836,Very Low Risk
2024-11-01,3367,442.71,0.0,778,Very Low Risk
2024-11-01,3369,10696.03,0.0,808,Very Low Risk
2024-11-01,3371,6911.76,0.0,636,Medium Risk
2024-11-01,3372,21690.34,14411.24,626,Medium Risk
2024-11-01,3374,4263.83,6344.16,653,Low Risk
2024-11-01,3375,2894.27,0.0,808,Very Low Risk
2024-11-01,3376,3080.33,0.0,629,Medium Risk
2024-11-01,3377,2022.39,0.0,684,Low Risk
2024-11-01,3378,1682.51,0.0,716,Low Risk
2024-11-01,3379,2765.24,1045.26,672,Low Risk
2024-11-01,3380,1179.54,2919.17,683,Low Risk
2024-11-01,3385,2331.99,2408.58,549,High Risk
2024-11-01,3386,344.86,0.0,625,Medium Risk
2024-11-01,3387,35067.16,0.0,850,Very Low Risk
2024-11-01,3392,16648.88,6549.0,796,Very Low Risk
2024-11-01,3394,53152.34,0.0,768,Very Low Risk
2024-11-01,3398,1692.83,5366.27,571,Medium Risk
2024-11-01,3399,21012.85,0.0,807,Very Low Risk
2024-11-01,3403,1357.5,2186.87,787,Very Low Risk
2024-11-01,3405,3989.97,0.0,658,Low Risk
2024-11-01,3406,1712.32,0.0,693,Low Risk
2024-11-01,3408,5749.93,0.0,672,Low Risk
2024-11-01,3409,2193.99,0.0,718,Low Risk
2024-11-01,3412,21350.21,0.0,725,Low Risk
2024-11-01,3414,1865.69,511.99,574,Medium Risk
2024-11-01,3416,9589.9,1057.63,795,Very Low Risk
2024-11-01,3417,789.74,1550.59,484,High Risk
2024-11-01,3425,1338.63,1527.24,300,Very High Risk
2024-11-01,3426,1237.5,0.0,678,Low Risk
2024-11-01,3429,34806.35,20450.55,850,Very Low Risk
2024-11-01,3433,5164.38,5343.97,732,Low Risk
2024-11-01,3434,2640.11,0.0,709,Low Risk
2024-11-01,3435,5387.19,12982.41,773,Very Low Risk
2024-11-01,3440,1247.55,2094.83,614,Medium Risk
2024-11-01,3441,1051.68,0.0,469,High Risk
2024-11-01,3445,13394.43,0.0,799,Very Low Risk
2024-11-01,3446,10567.58,0.0,850,Very Low Risk
2024-11-01,3453,205.49,0.0,566,Medium Risk
2024-11-01,3454,2473.59,0.0,613,Medium Risk
2024-11-01,3455,294.98,0.0,642,Medium Risk
2024-11-01,3457,2877.36,2442.16,755,Very Low Risk
2024-11-01,3460,1351.04,33195.36,732,Low Risk
2024-11-01,3461,369.6,11360.72,665,Low Risk
2024-11-01,3462,1005.81,2196.11,501,High Risk
2024-11-01,3465,1359.47,4405.05,589,Medium Risk
2024-11-01,3466,781.68,0.0,575,Medium Risk
2024-11-01,3467,2501.58,0.0,705,Low Risk
2024-11-01,3468,1113.9,0.0,698,Low Risk
2024-11-01,3469,1461.57,0.0,721,Low Risk
2024-11-01,3470,27016.51,78244.18,850,Very Low Risk
2024-11-01,3472,10427.08,11019.7,573,Medium Risk
2024-11-01,3473,5943.19,1737.03,665,Low Risk
2024-11-01,3475,1080.16,0.0,587,Medium Risk
2024-11-01,3477,13338.63,7476.03,749,Low Risk
2024-11-01,3478,14671.21,7332.11,850,Very Low Risk
2024-11-01,3480,2694.55,7345.61,768,Very Low Risk
2024-11-01,3486,19952.78,36558.16,693,Low Risk
2024-11-01,3489,2047.84,0.0,568,Medium Risk
2024-11-01,3498,1386.47,0.0,631,Medium Risk
2024-11-01,3499,6353.09,0.0,694,Low Risk
2024-11-01,3501,657.62,546.62,680,Low Risk
2024-11-01,3505,1294.93,0.0,742,Low Risk
2024-11-01,3506,1802.89,7987.51,720,Low Risk
2024-11-01,3509,1235.48,0.0,658,Low Risk
2024-11-01,3510,1028.68,0.0,670,Low Risk
2024-11-01,3511,2189.47,0.0,568,Medium Risk
2024-11-01,3512,3847.06,7194.57,712,Low Risk
2024-11-01,3514,3672.1,0.0,726,Low Risk
2024-11-01,3516,3914.29,6544.46,724,Low Risk
2024-11-01,3517,2218.46,0.0,659,Low Risk
2024-11-01,3518,1376.62,3314.16,710,Low Risk
2024-11-01,3521,5250.63,4667.16,628,Medium Risk
2024-11-01,3524,979.24,1930.81,411,Very High Risk
2024-11-01,3525,20553.05,82771.31,443,Very High Risk
2024-11-01,3526,10548.03,0.0,611,Medium Risk
2024-11-01,3528,4304.0,0.0,726,Low Risk
2024-11-01,3530,14059.84,16409.33,806,Very Low Risk
2024-11-01,3535,997.56,0.0,598,Medium Risk
2024-11-01,3538,16383.99,11020.59,814,Very Low Risk
2024-11-01,3539,1987.31,13797.16,612,Medium Risk
2024-11-01,3541,868.19,0.0,569,Medium Risk
2024-11-01,3542,20624.34,0.0,850,Very Low Risk
2024-11-01,3543,1844.41,4317.98,681,Low Risk
2024-11-01,3545,1965.63,0.0,675,Low Risk
2024-11-01,3546,2908.66,28823.2,623,Medium Risk
2024-11-01,3547,1448.32,0.0,699,Low Risk
2024-11-01,3548,1112.92,0.0,659,Low Risk
2024-11-01,3552,4684.45,0.0,660,Low Risk
2024-11-01,3553,9346.22,10270.89,515,High Risk
2024-11-01,3558,29010.15,113094.18,850,Very Low Risk
2024-11-01,3561,1421.03,0.0,687,Low Risk
2024-11-01,3563,2770.52,5705.72,716,Low Risk
2024-11-01,3566,2613.1,6115.07,794,Very Low Risk
2024-11-01,3569,2415.08,2509.71,604,Medium Risk
2024-11-01,3570,1845.15,3641.99,552,Medium Risk
2024-11-01,3573,7741.24,26806.4,773,Very Low Risk
2024-11-01,3575,197.18,0.0,563,Medium Risk
2024-11-01,3576,23117.38,7048.43,835,Very Low Risk
2024-11-01,3578,26875.06,0.0,763,Very Low Risk
2024-11-01,3580,1179.32,1513.66,738,Low Risk
2024-11-01,3582,1481.38,0.0,619,Medium Risk
2024-11-01,3584,178.41,0.0,661,Low Risk
2024-11-01,3589,3337.26,1356.89,550,Medium Risk
2024-11-01,3591,17584.07,5088.51,831,Very Low Risk
2024-11-01,3594,1270.87,0.0,656,Low Risk
2024-11-01,3595,1952.18,0.0,567,Medium Risk
2024-11-01,3600,19509.6,54915.86,850,Very Low Risk
2024-11-01,3601,2146.82,0.0,681,Low Risk
2024-11-01,3604,643.3,4045.47,603,Medium Risk
2024-11-01,3606,2291.99,9024.31,619,Medium Risk
2024-11-01,3609,5851.78,0.0,700,Low Risk
2024-11-01,3611,1098.79,7377.77,732,Low Risk
2024-11-01,3612,2056.7,7332.99,687,Low Risk
2024-11-01,3613,2082.08,0.0,724,Low Risk
2024-11-01,3614,3108.27,0.0,677,Low Risk
2024-11-01,3615,922.75,0.0,591,Medium Risk
2024-11-01,3617,4079.67,0.0,743,Low Risk
2024-11-01,3619,1723.67,3076.45,704,Low Risk
2024-11-01,3620,4419.12,25856.72,744,Low Risk
2024-11-01,3622,1337.12,0.0,597,Medium Risk
2024-11-01,3623,7227.22,15021.09,687,Low Risk
2024-11-01,3626,4775.75,56392.73,657,Low Risk
2024-11-01,3630,8159.39,1583.2,675,Low Risk
2024-11-01,3632,52388.85,41403.71,697,Low Risk
2024-11-01,3634,7507.14,3311.42,735,Low Risk
2024-11-01,3636,7388.88,0.0,656,Low Risk
2024-11-01,3640,2066.07,2416.08,822,Very Low Risk
2024-11-01,3641,1357.2,0.0,670,Low Risk
2024-11-01,3642,11522.23,4886.47,557,Medium Risk
2024-11-01,3643,1143.2,0.0,617,Medium Risk
2024-11-01,3644,5170.52,12042.38,747,Low Risk
2024-11-01,3645,5017.0,0.0,708,Low Risk
2024-11-01,3646,685.54,8324.51,724,Low Risk
2024-11-01,3648,21973.26,20693.91,626,Medium Risk
2024-11-01,3650,3943.36,0.0,704,Low Risk
2024-11-01,3651,8270.67,11152.77,682,Low Risk
2024-11-01,3665,12844.25,0.0,850,Very Low Risk
2024-11-01,3666,2563.85,3094.62,614,Medium Risk
2024-11-01,3667,2297.24,16462.77,670,Low Risk
2024-11-01,3668,1020.69,0.0,633,Medium Risk
2024-11-01,3669,236.66,0.0,487,High Risk
2024-11-01,3673,1052.12,3886.39,605,Medium Risk
2024-11-01,3675,5136.77,6299.99,603,Medium Risk
2024-11-01,3678,3711.89,0.0,788,Very Low Risk
2024-11-01,3679,14154.89,0.0,756,Very Low Risk
2024-11-01,3683,2989.98,0.0,682,Low Risk
2024-11-01,3686,1884.39,0.0,768,Very Low Risk
2024-11-01,3687,569.5,0.0,538,High Risk
2024-11-01,3688,5004.15,1089.3,641,Medium Risk
2024-11-01,3690,1539.42,0.0,697,Low Risk
2024-11-01,3693,2253.15,0.0,707,Low Risk
2024-11-01,3694,3309.24,0.0,565,Medium Risk
2024-11-01,3695,982.35,0.0,674,Low Risk
2024-11-01,3696,1106.88,0.0,665,Low Risk
2024-11-01,3698,26287.69,0.0,675,Low Risk
2024-11-01,3699,6496.64,6893.27,699,Low Risk
2024-11-01,3701,14605.72,0.0,800,Very Low Risk
2024-11-01,3702,291.81,0.0,530,High Risk
2024-11-01,3704,3752.74,0.0,764,Very Low Risk
2024-11-01,3705,4486.89,5698.87,579,Medium Risk
2024-11-01,3708,1076.14,0.0,684,Low Risk
2024-11-01,3709,1242.81,4837.89,624,Medium Risk
2024-11-01,3710,933.94,3550.59,546,High Risk
2024-11-01,3711,704.5,2882.4,724,Low Risk
2024-11-01,3712,5955.06,37844.47,764,Very Low Risk
2024-11-01,3713,7961.67,0.0,683,Low Risk
2024-11-01,3715,4033.59,0.0,749,Low Risk
2024-11-01,3717,658.46,0.0,632,Medium Risk
2024-11-01,3720,577.77,0.0,710,Low Risk
2024-11-01,3721,2932.3,6707.27,670,Low Risk
2024-11-01,3723,20453.87,43184.81,494,High Risk
2024-11-01,3725,1794.26,0.0,619,Medium Risk
2024-11-01,3727,696.59,0.0,616,Medium Risk
2024-11-01,3730,18079.36,16564.44,850,Very Low Risk
2024-11-01,3734,731.21,0.0,648,Medium Risk
2024-11-01,3738,4099.89,0.0,713,Low Risk
2024-11-01,3741,10009.71,0.0,711,Low Risk
2024-11-01,3742,836.91,0.0,589,Medium Risk
2024-11-01,3744,15479.09,27058.89,693,Low Risk
2024-11-01,3749,21891.41,0.0,720,Low Risk
2024-11-01,3750,12645.45,0.0,625,Medium Risk
2024-11-01,3755,2486.55,1933.81,658,Low Risk
2024-11-01,3759,1319.67,0.0,613,Medium Risk
2024-11-01,3760,329.84,0.0,640,Medium Risk
2024-11-01,3761,19071.46,0.0,657,Low Risk
2024-11-01,3764,1489.62,0.0,604,Medium Risk
2024-11-01,3766,3592.43,0.0,645,Medium Risk
2024-11-01,3769,292.75,0.0,482,High Risk
2024-11-01,3770,5044.42,0.0,627,Medium Risk
2024-11-01,3771,2275.05,0.0,702,Low Risk
2024-11-01,3775,6571.75,6316.44,709,Low Risk
2024-11-01,3776,13384.46,37410.02,846,Very Low Risk
2024-11-01,3780,450.76,4181.66,686,Low Risk
2024-11-01,3785,1480.11,271.92,661,Low Risk
2024-11-01,3786,270.08,0.0,453,High Risk
2024-11-01,3787,1392.32,0.0,610,Medium Risk
2024-11-01,3788,3292.39,5549.32,681,Low Risk
2024-11-01,3791,1279.65,0.0,574,Medium Risk
2024-11-01,3794,11757.91,0.0,747,Low Risk
2024-11-01,3796,1984.6,13489.47,515,High Risk
2024-11-01,3797,3176.52,0.0,593,Medium Risk
2024-11-01,3801,5557.63,0.0,682,Low Risk
2024-11-01,3802,10583.25,6284.0,609,Medium Risk
2024-11-01,3803,2908.08,0.0,683,Low Risk
2024-11-01,3804,2917.79,5025.8,775,Very Low Risk
2024-11-01,3805,879.64,3364.33,594,Medium Risk
2024-11-01,3806,128.35,0.0,637,Medium Risk
2024-11-01,3809,3321.54,0.0,622,Medium Risk
2024-11-01,3813,5788.93,53201.41,715,Low Risk
2024-11-01,3816,555.91,2608.88,608,Medium Risk
2024-11-01,3817,1209.34,0.0,527,High Risk
2024-11-01,3819,3943.19,0.0,659,Low Risk
2024-11-01,3823,13788.0,0.0,788,Very Low Risk
2024-11-01,3824,4182.08,6900.98,712,Low Risk
2024-11-01,3831,4940.34,2039.41,741,Low Risk
2024-11-01,3832,22125.95,0.0,776,Very Low Risk
2024-11-01,3833,1534.93,0.0,702,Low Risk
2024-11-01,3837,1271.55,0.0,687,Low Risk
2024-11-01,3838,571.58,9111.92,743,Low Risk
2024-11-01,3839,868.9,0.0,610,Medium Risk
2024-11-01,3840,12621.06,7186.71,711,Low Risk
2024-11-01,3842,17805.47,0.0,691,Low Risk
2024-11-01,3843,1992.87,0.0,669,Low Risk
2024-11-01,3846,6711.2,33417.04,595,Medium Risk
2024-11-01,3848,7068.6,0.0,670,Low Risk
2024-11-01,3850,2910.12,1518.09,759,Very Low Risk
2024-11-01,3853,1238.1,0.0,701,Low Risk
2024-11-01,3854,4681.14,3051.58,626,Medium Risk
2024-11-01,3856,1207.25,2315.18,754,Very Low Risk
2024-11-01,3857,16630.18,0.0,779,Very Low Risk
2024-11-01,3858,1902.34,2829.58,763,Very Low Risk
2024-11-01,3862,4777.84,10047.41,756,Very Low Risk
2024-11-01,3863,17847.23,29554.07,844,Very Low Risk
2024-11-01,3865,341.51,0.0,519,High Risk
2024-11-01,3866,1231.99,0.0,741,Low Risk
2024-11-01,3867,1348.3,0.0,728,Low Risk
2024-11-01,3868,1128.23,0.0,810,Very Low Risk
2024-11-01,3869,1844.23,5272.27,664,Low Risk
2024-11-01,3871,2685.21,4129.33,634,Medium Risk
2024-11-01,3874,1689.05,155.58,657,Low Risk
2024-11-01,3878,2613.5,0.0,738,Low Risk
2024-11-01,3879,1136.32,0.0,634,Medium Risk
2024-11-01,3882,375.76,1702.15,673,Low Risk
2024-11-01,3884,1056.76,11133.22,629,Medium Risk
2024-11-01,3885,1566.28,628.79,630,Medium Risk
2024-11-01,3887,12916.09,9462.9,629,Medium Risk
2024-11-01,3888,1244.17,350.04,464,High Risk
2024-11-01,3891,16336.95,0.0,698,Low Risk
2024-11-01,3894,17626.77,4640.82,717,Low Risk
2024-11-01,3895,5600.22,41084.48,689,Low Risk
2024-11-01,3899,5944.18,0.0,610,Medium Risk
2024-11-01,3900,6729.32,0.0,624,Medium Risk
2024-11-01,3902,5156.81,0.0,655,Low Risk
2024-11-01,3903,3654.3,9684.97,821,Very Low Risk
2024-11-01,3906,2486.4,0.0,794,Very Low Risk
2024-11-01,3910,2349.17,0.0,667,Low Risk
2024-11-01,3918,11105.67,44428.52,642,Medium Risk
2024-11-01,3921,5070.48,3664.21,699,Low Risk
2024-11-01,3923,29019.8,0.0,710,Low Risk
2024-11-01,3924,2653.49,0.0,553,Medium Risk
2024-11-01,3925,1116.91,5187.55,592,Medium Risk
2024-11-01,3927,1533.43,0.0,687,Low Risk
2024-11-01,3928,8428.84,34008.51,803,Very Low Risk
2024-11-01,3930,11225.42,0.0,717,Low Risk
2024-11-01,3931,25679.23,20132.34,850,Very Low Risk
2024-11-01,3933,4311.14,13700.46,740,Low Risk
2024-11-01,3934,1735.68,5866.1,705,Low Risk
2024-11-01,3938,3105.9,0.0,779,Very Low Risk
2024-11-01,3940,2020.23,835.64,707,Low Risk
2024-11-01,3942,5892.25,0.0,633,Medium Risk
2024-11-01,3948,744.72,2961.59,614,Medium Risk
2024-11-01,3950,1387.18,1075.4,604,Medium Risk
2024-11-01,3953,10971.61,0.0,721,Low Risk
2024-11-01,3955,13805.2,0.0,673,Low Risk
2024-11-01,3956,7073.23,3358.64,637,Medium Risk
2024-11-01,3960,1392.85,0.0,666,Low Risk
2024-11-01,3961,1129.85,443.22,600,Medium Risk
2024-11-01,3962,1323.57,0.0,567,Medium Risk
2024-11-01,3963,7156.58,0.0,710,Low Risk
2024-11-01,3965,25491.51,15868.9,719,Low Risk
2024-11-01,3966,5116.95,55140.94,850,Very Low Risk
2024-11-01,3967,5395.36,0.0,669,Low Risk
2024-11-01,3968,6580.86,0.0,672,Low Risk
2024-11-01,3969,34832.6,52925.79,659,Low Risk
2024-11-01,3971,194.31,0.0,494,High Risk
2024-11-01,3972,3275.3,0.0,844,Very Low Risk
2024-11-01,3977,5823.89,0.0,689,Low Risk
2024-11-01,3980,3465.27,0.0,619,Medium Risk
